,league_country,season,team,total_games,total_points,total_expected_points,points_per_game,expected_points_per_game,points_per_game_above_expectation
256,Germany,2016,Leverkusen,34,60.0,51.72256624968854,1.7647058823529411,1.5212519485202511,0.24345393383268998
257,Italy,2007,Empoli,38,54.0,44.76537245747828,1.4210526315789473,1.17803611730206,0.24301651427688742
258,England,2018,Man United,38,81.0,71.78437739403597,2.1315789473684212,1.8890625630009465,0.2425163843674747
259,Germany,2011,Freiburg,34,44.0,35.80378329330738,1.2941176470588236,1.0530524498031584,0.24106519725566522
260,England,2007,Bolton,38,56.0,46.84831013515052,1.4736842105263157,1.2328502667144874,0.24083394381182832
261,France,2008,Caen,38,51.0,41.86393231467215,1.3421052631578947,1.1016824293334775,0.2404228338244172
262,England,2013,West Brom,38,49.0,39.87075051099669,1.2894736842105263,1.0492302766051762,0.24024340760535012
263,Germany,2005,Mainz,34,43.0,34.891717189726805,1.2647058823529411,1.0262269761684355,0.23847890618450562
264,Germany,2006,Schalke 04,34,61.0,52.90750584478978,1.7941176470588236,1.5561031130820524,0.2380145339767712
265,Italy,2015,Lazio,38,69.0,59.99708846538873,1.8157894736842106,1.5788707490891771,0.2369187245950335
266,England,2019,Watford,20,28.0,23.27871275997652,1.4,1.1639356379988262,0.23606436200117376
267,Spain,2017,Espanol,38,56.0,47.099099189562025,1.4736842105263157,1.239449978672685,0.2342342318536308
268,Italy,2007,Atalanta,38,50.0,41.12540212030784,1.3157894736842106,1.0822474242186273,0.23354204946558332
269,Germany,2014,Schalke 04,34,64.0,56.08617660468865,1.8823529411764706,1.6495934295496664,0.2327595116268042
270,Germany,2014,Wolfsburg,34,60.0,52.10350572820657,1.7647058823529411,1.532456050829605,0.23224983152333611
271,France,2018,Monaco,38,80.0,71.18827573950018,2.1052631578947367,1.873375677355268,0.23188748053946862
272,France,2007,Lorient,38,49.0,40.25134913718953,1.2894736842105263,1.0592460299260402,0.2302276542844861
273,England,2019,Bournemouth,20,26.0,21.407678935572648,1.3,1.0703839467786325,0.22961605322136758
274,Italy,2007,Fiorentina,38,73.0,64.284099806321,1.9210526315789473,1.6916868370084472,0.2293657945705001
275,Germany,2010,Dortmund,34,57.0,49.214283820574636,1.6764705882352942,1.447478935899254,0.22899165233604024
276,France,2005,Lyon,38,79.0,70.43558130789737,2.0789473684210527,1.8535679291551939,0.2253794392658588
277,France,2008,Nice,38,55.0,46.465261980181765,1.4473684210526316,1.2227700521100464,0.22459836894258522
278,France,2012,St Etienne,38,57.0,48.474048088947406,1.5,1.2756328444459843,0.22436715555401565
279,Germany,2007,Cottbus,34,41.0,33.39153905732378,1.2058823529411764,0.9821040899212877,0.22377826301988868
280,England,2012,Man United,38,89.0,80.51465308003313,2.3421052631578947,2.118806660000872,0.22329860315702277
281,England,2015,Crystal Palace,38,48.0,39.55351759837344,1.263157894736842,1.040882042062459,0.2222758526743831
282,Italy,2012,Parma,38,56.0,47.55474325658598,1.4736842105263157,1.2514406120154205,0.22224359851089526
283,Germany,2006,Bayern Munich,34,75.0,67.52342876886524,2.2058823529411766,1.9859831990842718,0.21989915385690484
284,Italy,2006,Palermo,38,52.0,43.66742765324796,1.368421052631579,1.1491428329802096,0.2192782196513694
285,Spain,2009,La Coruna,38,58.0,49.75467979051709,1.5263157894736843,1.309333678697818,0.21698211077586627
286,England,2009,Everton,38,63.0,54.75760254833963,1.6578947368421053,1.4409895407457796,0.21690519609632575
287,Spain,2011,Barcelona,38,96.0,87.84658255063997,2.526315789473684,2.3117521723852623,0.21456361708842175
288,Italy,2008,Udinese,38,57.0,48.84849591634274,1.5,1.2854867346405985,0.21451326535940152
289,England,2010,Stoke,38,47.0,38.88141766370238,1.236842105263158,1.0231952016763783,0.21364690358677962
290,England,2007,Everton,38,58.0,49.88264123703764,1.5263157894736843,1.312701085185201,0.21361470428848328
291,Italy,2012,Chievo,38,49.0,40.928566291741106,1.2894736842105263,1.077067533993187,0.21240615021733933
292,England,2015,Chelsea,38,87.0,78.93546881118202,2.289473684210526,2.077249179241632,0.21222450496889422
293,Italy,2007,Roma,38,75.0,66.98651577193677,1.9736842105263157,1.762803046629915,0.21088116389640077
294,Spain,2007,Mallorca,38,49.0,41.011142450501495,1.2894736842105263,1.079240590802671,0.21023309340785534
295,Spain,2007,Santander,38,50.0,42.071234114845325,1.3157894736842106,1.1071377398643507,0.2086517338198599
296,Spain,2015,Ath Madrid,38,78.0,70.07792088573308,2.0526315789473686,1.8441558127824493,0.20847576616491925
297,France,2019,Strasbourg,19,26.0,22.039873823070508,1.368421052631579,1.1599933591089742,0.20842769352260482
298,Spain,2015,Villarreal,38,60.0,52.118056983227646,1.5789473684210527,1.3715278153480959,0.20741955307295679
299,Germany,2005,Werder Bremen,34,59.0,51.948427224053866,1.7352941176470589,1.5278949183545254,0.20739919929253348
300,England,2006,Man United,38,83.0,75.12935781873006,2.1842105263157894,1.977088363650791,0.2071221626649984
301,England,2011,Blackpool,38,39.0,31.139056240855485,1.0263157894736843,0.8194488484435654,0.20686694103011893
302,France,2007,Nancy,38,49.0,41.15270580254975,1.2894736842105263,1.0829659421723619,0.20650774203816447
303,Germany,2017,FC Koln,34,49.0,42.001993501704646,1.4411764705882353,1.2353527500501367,0.2058237205380986
304,Italy,2006,Livorno,38,49.0,41.19547185704928,1.2894736842105263,1.0840913646591914,0.2053823195513349
305,England,2013,Man United,38,89.0,81.21251064266198,2.3421052631578947,2.137171332701631,0.20493393045626362
306,France,2009,Auxerre,38,55.0,47.23727256371728,1.4473684210526316,1.2430861200978232,0.20428230095480848
307,England,2019,Brighton,20,25.0,20.945031562409614,1.25,1.0472515781204808,0.20274842187951925
308,Spain,2012,Mallorca,38,52.0,44.39254875990577,1.368421052631579,1.1682249673659413,0.2001960852656377
309,France,2012,Bordeaux,38,61.0,53.43950922874971,1.605263157894737,1.406302874440782,0.198960283453955
310,Italy,2019,Fiorentina,19,26.0,22.231418055279367,1.368421052631579,1.1700746344883877,0.19834641814319132
311,Italy,2019,Atalanta,19,28.0,24.25428566190456,1.4736842105263157,1.276541350626556,0.19714285989975977
312,France,2015,Montpellier,38,56.0,48.51656137918772,1.4736842105263157,1.2767516152417822,0.19693259528453355
313,England,2019,Arsenal,20,38.0,34.084020924418056,1.9,1.7042010462209027,0.19579895377909717
314,Germany,2012,Stuttgart,34,53.0,46.36242401922982,1.5588235294117647,1.3636007064479359,0.19522282296382887
315,England,2013,Norwich,38,44.0,36.675890701635204,1.1578947368421053,0.9651550184640844,0.19273971837802095
316,France,2017,Marseille,38,62.0,54.67646506151487,1.631578947368421,1.4388543437240755,0.19272460364434552
317,Italy,2010,Chievo,38,44.0,36.69484509480113,1.1578947368421053,0.9656538182842404,0.19224091855786496
318,England,2008,Man United,38,87.0,79.75230517810448,2.289473684210526,2.0987448731080125,0.1907288111025136
319,Spain,2007,Getafe,38,52.0,44.773410040988495,1.368421052631579,1.178247632657592,0.19017341997398707
320,Italy,2016,Empoli,38,46.0,38.782445487122,1.2105263157894737,1.0205906707137367,0.18993564507573701
321,England,2009,Man United,38,90.0,82.79553656650553,2.3684210526315788,2.1788299096448824,0.18959114298669633
322,France,2009,Paris SG,38,64.0,56.796929289429386,1.6842105263157894,1.4946560339323522,0.18955449238343713
323,Spain,2018,Alaves,38,47.0,39.80662254460535,1.236842105263158,1.047542698542246,0.18929940672091194
324,France,2006,Auxerre,38,59.0,51.843989089211355,1.5526315789473684,1.3643155023476672,0.18831607659970118
325,England,2013,Tottenham,38,72.0,64.84854001440564,1.894736842105263,1.7065405266948854,0.18819631541037762
326,France,2008,Le Mans,38,53.0,45.8598683262005,1.394736842105263,1.206838640163171,0.18789820194209206
327,Italy,2019,Inter,19,39.0,35.44332021102127,2.0526315789473686,1.8654379058432249,0.1871936731041437
328,France,2006,Nice,38,58.0,50.919446431866135,1.5263157894736843,1.3399854324175298,0.18633035705615453
329,France,2006,Nancy,38,48.0,40.935784252777125,1.263157894736842,1.0772574803362402,0.1859004144006018
330,France,2016,Bastia,38,50.0,42.94207084676705,1.3157894736842106,1.130054495967554,0.1857349777166566
331,England,2010,Blackburn,38,50.0,42.96223884126742,1.3157894736842106,1.1305852326649322,0.18520424101927846
332,Germany,2018,RB Leipzig,34,53.0,46.72812396323965,1.5588235294117647,1.3743565871541075,0.18446694225765725
333,Spain,2011,Ath Bilbao,38,58.0,51.0351624777618,1.5263157894736843,1.3430305915200473,0.18328519795363696
334,Italy,2015,Sassuolo,38,49.0,42.03545425767605,1.2894736842105263,1.1061961646756855,0.18327751953484084
335,England,2018,Tottenham,38,77.0,70.07602319548734,2.026315789473684,1.8441058735654563,0.18220991590822777
336,England,2012,Everton,38,56.0,49.08220241633558,1.4736842105263157,1.2916369056930417,0.18204730483327403
337,Germany,2005,Hertha,34,58.0,51.81691831486632,1.7058823529411764,1.5240270092607742,0.18185534368040224
338,Germany,2018,Ein Frankfurt,34,49.0,42.827498113354615,1.4411764705882353,1.2596322974516063,0.18154417313662896
339,Italy,2009,Fiorentina,38,68.0,61.15314890045868,1.7894736842105263,1.6092933921173338,0.18018029209319253
340,France,2014,Nantes,38,49.0,42.16279594844818,1.2894736842105263,1.1095472618012678,0.1799264224092585
341,France,2018,Dijon,38,48.0,41.170195427709004,1.263157894736842,1.0834261954660265,0.17973169927081556
342,Spain,2009,Sevilla,38,70.0,63.18673798704476,1.8421052631578947,1.6628088943959147,0.17929636876197996
343,France,2008,Lille,38,57.0,50.217869660444165,1.5,1.3215228858011623,0.17847711419883772
344,France,2010,Marseille,38,78.0,71.24730266358657,2.0526315789473686,1.8749290174628044,0.1777025614845642
345,Spain,2007,Villarreal,38,62.0,55.25272861154545,1.631578947368421,1.4540191739880381,0.17755977338038287
346,England,2008,Man City,38,55.0,48.26989226082702,1.4473684210526316,1.2702603226533427,0.17710809839928898
347,England,2013,West Ham,38,46.0,39.33509751407275,1.2105263157894737,1.0351341451071776,0.17539217068229607
348,Spain,2018,Levante,38,46.0,39.34470168697183,1.2105263157894737,1.0353868864992588,0.17513942929021487
349,Italy,2012,Siena,38,44.0,37.35907247516979,1.1578947368421053,0.9831334861886787,0.17476125065342663
350,Spain,2007,Zaragoza,38,60.0,53.39313395931044,1.5789473684210527,1.4050824726134326,0.1738648958076201
351,Italy,2008,Napoli,38,50.0,43.419575853950406,1.3157894736842106,1.1426204172092211,0.17316905647498948
352,Spain,2005,Malaga,38,51.0,44.4385113571344,1.3421052631578947,1.1694345093982736,0.17267075375962104
353,Germany,2016,Ingolstadt,34,40.0,34.13428990818731,1.1764705882352942,1.0039497031819797,0.17252088505331442
354,France,2016,Lille,38,60.0,53.44543362035473,1.5789473684210527,1.4064587794830192,0.17248858893803343
355,England,2008,Liverpool,38,76.0,69.49738412704751,2.0,1.828878529659145,0.171121470340855
356,Spain,2009,Sp Gijon,38,43.0,36.51038634412515,1.131578947368421,0.9607996406348724,0.17077930673354857
357,England,2012,West Brom,38,47.0,40.51946742427955,1.236842105263158,1.066301774323146,0.17054033094001197
358,Italy,2014,Sampdoria,38,45.0,38.54340393435907,1.1842105263157894,1.014300103535765,0.16991042278002433
359,Germany,2010,Ein Frankfurt,34,46.0,40.24469552341337,1.3529411764705883,1.1836675153945109,0.16927366107607744
360,France,2010,Valenciennes,38,52.0,45.570368222734174,1.368421052631579,1.1992202163877415,0.16920083624383753
361,England,2015,Leicester,38,41.0,34.57409928051922,1.0789473684210527,0.9098447179084005,0.16910265051265216
362,England,2014,Stoke,38,50.0,43.578850241152196,1.3157894736842106,1.1468118484513736,0.168977625232837
363,England,2012,Wigan,38,43.0,36.584565820689505,1.131578947368421,0.962751732123408,0.16882721524501298
364,France,2006,Lens,38,60.0,53.62839504685542,1.5789473684210527,1.4112735538646162,0.16767381455643648
365,Italy,2016,Fiorentina,38,64.0,57.65093400837016,1.6842105263157894,1.5171298423255304,0.167080683990259
366,France,2007,Le Mans,38,49.0,42.67478401793865,1.2894736842105263,1.123020632051017,0.16645305215950934
367,Spain,2010,Ath Bilbao,38,54.0,47.68071596685911,1.4210526315789473,1.2547556833383977,0.16629694824054964
368,Germany,2005,Nurnberg,34,38.0,32.35257954999312,1.1176470588235294,0.9515464573527389,0.16610060147079053
369,France,2012,Paris SG,38,79.0,72.69038283362467,2.0789473684210527,1.9129048114111755,0.16604255700987713
370,Germany,2008,Hannover,34,49.0,43.36341250666244,1.4411764705882353,1.2753944854900718,0.16578198509816344
371,Spain,2015,Celta,38,51.0,44.70697020905378,1.3421052631578947,1.176499216027731,0.1656060471301637
372,France,2019,Rennes,18,26.0,23.031934689173823,1.4444444444444444,1.2795519271763236,0.16489251726812082
373,Italy,2011,Milan,38,82.0,75.74235026655538,2.1578947368421053,1.9932197438567205,0.1646749929853848
374,Germany,2018,Leverkusen,34,55.0,49.4020590988757,1.6176470588235294,1.4530017382022264,0.164645320621303
375,Spain,2008,La Coruna,38,52.0,45.755601923075346,1.368421052631579,1.2040947874493513,0.1643262651822277
376,Italy,2017,Cagliari,38,47.0,40.79096965142039,1.236842105263158,1.0734465697742208,0.16339553548893715
377,Italy,2011,Bologna,38,45.0,38.84282009680462,1.1842105263157894,1.0221794762317007,0.1620310500840887
378,France,2017,Bordeaux,38,59.0,52.959967050696335,1.5526315789473684,1.3936833434393772,0.1589482355079912
379,Spain,2011,Real Madrid,38,92.0,85.97818326053883,2.4210526315789473,2.2625837700141798,0.15846886156476758
380,France,2012,Rennes,38,60.0,53.99288767654639,1.5789473684210527,1.4208654651722734,0.15808190324877924
381,France,2012,Evian Thonon Gaillard,38,50.0,44.00462800864814,1.3157894736842106,1.1580165265433722,0.15777294714083845
382,England,2007,Aston Villa,38,50.0,44.05289186861028,1.3157894736842106,1.1592866281213232,0.1565028455628874
383,England,2019,Man City,20,47.0,43.87406285358615,2.35,2.1937031426793077,0.15629685732069243
384,Germany,2007,Werder Bremen,34,66.0,60.69483102742029,1.9411764705882353,1.7851420890417733,0.156034381546462
385,Italy,2008,Cagliari,38,42.0,36.07993392227706,1.105263157894737,0.9494719453230804,0.1557912125716565
386,Italy,2015,Empoli,38,42.0,36.09552446981333,1.105263157894737,0.9498822228898244,0.15538093500491257
387,England,2010,Man United,38,85.0,79.09594179658964,2.236842105263158,2.0814721525418327,0.15536995272132526
388,Italy,2018,Roma,38,77.0,71.13556861460135,2.026315789473684,1.8719886477526673,0.1543271417210168
389,Italy,2019,Sassuolo,19,25.0,22.072164410943273,1.3157894736842106,1.1616928637338564,0.15409660995035424
390,England,2011,Newcastle,38,46.0,40.154718567620186,1.2105263157894737,1.0567031202005313,0.15382319558894242
391,Germany,2008,Karlsruhe,34,43.0,37.79692937987067,1.2647058823529411,1.111674393525608,0.1530314888273332
392,England,2013,Swansea,38,46.0,40.1935872091819,1.2105263157894737,1.0577259791889972,0.15280033660047643
393,Spain,2013,Barcelona,38,100.0,94.21659289159268,2.6315789473684212,2.4793840234629654,0.15219492390545586
394,Spain,2005,Betis,38,62.0,56.22821285641324,1.631578947368421,1.4796898120108748,0.15188913535754622
395,England,2011,Stoke,38,46.0,40.23263216950936,1.2105263157894737,1.0587534781449832,0.15177283764449045
396,England,2017,Burnley,38,40.0,34.26502861534781,1.0526315789473684,0.9017112793512582,0.1509202995961102
397,Spain,2014,Celta,38,49.0,43.27420923373511,1.2894736842105263,1.1387949798351344,0.15067870437539188
398,France,2005,St Etienne,38,53.0,47.28744151176821,1.394736842105263,1.2444063555728475,0.15033048653241554
399,England,2009,Aston Villa,38,62.0,56.304131075272466,1.631578947368421,1.4816876598755913,0.14989128749282976
400,England,2008,Portsmouth,38,57.0,51.33784875122632,1.5,1.3509960197691135,0.14900398023088646
401,Spain,2009,Villarreal,38,65.0,59.35147837484575,1.7105263157894737,1.5618810098643618,0.14864530592511183
402,Italy,2018,Juventus,38,95.0,89.368333361021,2.5,2.351798246342658,0.14820175365734212
403,Italy,2011,Cesena,38,43.0,37.420716793385594,1.131578947368421,0.9847557050890946,0.14682324227932642
404,France,2012,Toulouse,38,56.0,50.44502869627574,1.4736842105263157,1.3275007551651512,0.1461834553611645
405,France,2011,Rennes,38,56.0,50.4508232290727,1.4736842105263157,1.327653242870334,0.14603096765598167
406,Italy,2006,Ascoli,38,43.0,37.45315201452877,1.131578947368421,0.9856092635402307,0.1459696838281903
407,Italy,2009,Siena,38,44.0,38.45988721600476,1.1578947368421053,1.01210229515802,0.14579244168408523
408,England,2013,Arsenal,38,73.0,67.46548911401212,1.9210526315789473,1.7754076082634767,0.1456450233154707
409,Germany,2007,Nurnberg,34,48.0,43.048195389882835,1.411764705882353,1.2661233938200833,0.1456413120622697
410,France,2006,Lyon,38,84.0,78.4735587171593,2.210526315789474,2.0650936504515607,0.14543266533791321
411,Italy,2011,Chievo,38,46.0,40.51455901134416,1.2105263157894737,1.0661726055616885,0.1443537102277852
412,Germany,2005,Hamburg,34,51.0,46.09775747507135,1.5,1.3558163963256278,0.14418360367437222
413,England,2018,Bournemouth,38,44.0,38.55631642910816,1.1578947368421053,1.014639906029162,0.14325483081294332
414,Spain,2006,Getafe,38,54.0,48.57077120491937,1.4210526315789473,1.2781781896031412,0.14287444197580612
415,Italy,2016,Chievo,38,50.0,44.572412524759514,1.3157894736842106,1.1729582243357768,0.14283124934843383
416,France,2017,Nantes,38,51.0,45.57819549322733,1.3421052631578947,1.1994261971901927,0.14267906596770197
417,France,2013,Bastia,38,47.0,41.58717992817682,1.236842105263158,1.094399471794127,0.14244263346903097
418,Germany,2019,Hertha,17,24.0,21.58242319918802,1.411764705882353,1.2695543058345895,0.14221040004776353
419,Germany,2007,Bochum,34,45.0,40.18037909237093,1.3235294117647058,1.1817758556579685,0.14175355610673734
420,France,2011,Brest,38,46.0,40.61593564796897,1.2105263157894737,1.068840411788657,0.1416859040008167
421,France,2011,Nancy,38,48.0,42.61627366938818,1.263157894736842,1.121480886036531,0.14167700870031097
422,Spain,2017,Ath Bilbao,38,63.0,57.675446148413386,1.6578947368421053,1.5177748986424575,0.1401198381996478
423,England,2016,Bournemouth,38,42.0,36.695162691700475,1.105263157894737,0.9656621760973809,0.13960098179735603
424,Italy,2015,Verona,38,46.0,40.69587499360266,1.2105263157894737,1.0709440787790172,0.13958223701045647
425,Italy,2018,Inter,38,72.0,66.7009699626897,1.894736842105263,1.7552886832286763,0.1394481588765868
426,Spain,2016,Las Palmas,38,44.0,38.70262634799135,1.1578947368421053,1.0184901670524038,0.1394045697897015
427,Germany,2016,Bayern Munich,34,88.0,83.30203857050523,2.588235294117647,2.4500599579560363,0.13817533616161093
428,Italy,2005,Livorno,38,45.0,39.76914715711929,1.1842105263157894,1.0465565041347182,0.13765402218107115
429,Spain,2012,Vallecano,38,43.0,37.77881897193119,1.131578947368421,0.9941794466297681,0.13739950073865292
430,Spain,2019,Levante,17,22.0,19.67116420617662,1.2941176470588236,1.1571273062456835,0.1369903408131401
431,England,2015,West Ham,38,47.0,41.80138476411574,1.236842105263158,1.1000364411609405,0.1368056641022175
432,Italy,2006,Empoli,38,45.0,39.82205740405264,1.1842105263157894,1.047948879054017,0.13626164726177237
433,France,2015,Caen,38,46.0,40.872884294475206,1.2105263157894737,1.0756022182756633,0.1349240975138104
434,England,2010,Aston Villa,38,64.0,58.90070549451441,1.6842105263157894,1.5500185656451162,0.13419196067067318
435,France,2008,Lyon,38,79.0,73.90304772763912,2.0789473684210527,1.9448170454641873,0.13413032295686533
436,Italy,2005,Lecce,38,44.0,38.90592782214032,1.1578947368421053,1.0238402058457978,0.13405453099630749
437,France,2010,Lens,38,48.0,42.930797746487166,1.263157894736842,1.1297578354338729,0.13340005930296917
438,Italy,2012,Bologna,38,51.0,46.056956599808906,1.3421052631578947,1.2120251736791818,0.13008008947871286
439,Spain,2011,Sociedad,38,45.0,40.06065834867758,1.1842105263157894,1.0542278512809888,0.12998267503480054
440,Germany,2008,Bayern Munich,34,76.0,71.58949026803552,2.235294117647059,2.105573243177515,0.12972087446954372
441,France,2013,Lorient,38,53.0,48.111019560084685,1.394736842105263,1.2660794621074918,0.12865737999777127
442,Spain,2019,Leganes,17,19.0,16.8201591676873,1.1176470588235294,0.9894211275110177,0.1282259313125117
443,England,2019,Chelsea,20,43.0,40.45125580030458,2.15,2.022562790015229,0.12743720998477093
444,Spain,2011,Levante,38,45.0,40.16562914433349,1.1842105263157894,1.0569902406403549,0.12722028567543453
445,England,2018,Newcastle,38,44.0,39.174354042627975,1.1578947368421053,1.0309040537533678,0.1269906830887375
446,Italy,2013,Parma,38,49.0,44.21480591802286,1.2894736842105263,1.1635475241584963,0.12592616005203006
447,England,2005,Man City,38,52.0,47.220303350716485,1.368421052631579,1.24263956186096,0.12578149077061895
448,Spain,2018,Ath Madrid,38,79.0,74.22141253145686,2.0789473684210527,1.953195066617286,0.12575230180376673
449,England,2005,Tottenham,38,52.0,47.22939605524332,1.368421052631579,1.2428788435590348,0.1255422090725442
450,Spain,2019,Girona,17,22.0,19.865797506801623,1.2941176470588236,1.1685763239295073,0.12554132312931632
451,Germany,2017,Hertha,34,49.0,44.739830908549436,1.4411764705882353,1.3158773796632186,0.12529909092501668
452,England,2009,West Ham,38,51.0,46.2414424798703,1.3421052631578947,1.2168800652597447,0.12522519789815
453,France,2014,Reims,38,48.0,43.284952024436464,1.263157894736842,1.139077684853591,0.12408020988325097
454,France,2009,Nice,38,50.0,45.288402691389095,1.3157894736842106,1.1918000708260288,0.12398940285818183
455,Germany,2010,Stuttgart,34,55.0,50.801134226156464,1.6176470588235294,1.4941510066516608,0.12349605217186865
456,Spain,2008,Ath Madrid,38,64.0,59.30872267353233,1.6842105263157894,1.5607558598297981,0.12345466648599124
457,England,2009,Wigan,38,45.0,40.31183424894645,1.1842105263157894,1.0608377433933276,0.12337278292246179
458,Germany,2008,Hamburg,34,54.0,49.812569610148934,1.588235294117647,1.4650755767690864,0.12315971734856057
459,Spain,2010,Valencia,38,71.0,66.32600453461805,1.868421052631579,1.745421171963633,0.12299988066794598
460,Germany,2010,Werder Bremen,34,61.0,56.81935207983538,1.7941176470588236,1.6711574141128054,0.12296023294601821
461,France,2007,Valenciennes,38,43.0,38.3480808345953,1.131578947368421,1.0091600219630343,0.12241892540538668
462,England,2011,Wigan,38,42.0,37.35094935898819,1.105263157894737,0.9829197199733734,0.1223434379213636
463,Germany,2006,Nurnberg,34,44.0,39.85170129946195,1.2941176470588236,1.1721088617488808,0.12200878530994275
464,England,2014,Chelsea,38,82.0,77.40287069233835,2.1578947368421053,2.0369176497983776,0.12097708704372767
465,Germany,2008,Werder Bremen,34,66.0,61.9023241764112,1.9411764705882353,1.8206565934238588,0.12051987716437651
466,Spain,2012,Betis,38,47.0,42.45113302036712,1.236842105263158,1.1171350794833455,0.11970702577981251
467,France,2018,Montpellier,38,51.0,46.46025045843719,1.3421052631578947,1.2226381699588733,0.11946709319902138
468,Italy,2015,Juventus,38,87.0,82.47662638279002,2.289473684210526,2.170437536389211,0.11903614782131511
469,France,2018,Bordeaux,38,55.0,50.52976011669365,1.4473684210526316,1.329730529386675,0.11763789166595662
470,France,2005,Strasbourg,38,48.0,43.55027995203699,1.263157894736842,1.1460599987378155,0.11709789599902654
471,Germany,2016,M'gladbach,34,55.0,51.04092066485853,1.6176470588235294,1.5012035489664275,0.11644350985710195
472,France,2012,Lille,38,74.0,69.60465548909133,1.9473684210526316,1.8317014602392454,0.11566696081338623
473,Spain,2017,Ath Madrid,38,78.0,73.63752748494676,2.0526315789473686,1.9378296706564937,0.11480190829087489
474,Spain,2009,Ath Madrid,38,67.0,62.66543450561075,1.763157894736842,1.6490903817265987,0.11406751301024332
475,France,2011,Valenciennes,38,48.0,43.710940764957826,1.263157894736842,1.1502879148673113,0.11286997986953073
476,Spain,2015,Espanol,38,49.0,44.754105578946735,1.2894736842105263,1.1777396204985984,0.11173406371192796
477,Italy,2005,Juventus,38,86.0,81.766755434575,2.263157894736842,2.1517567219625002,0.1114011727743418
478,Italy,2018,Fiorentina,38,57.0,52.7815919712805,1.5,1.3889892624021183,0.11101073759788171
479,Germany,2005,Leverkusen,34,57.0,53.22874079686195,1.6764705882352942,1.5655511999077043,0.11091938832758985
480,England,2019,Leicester,20,28.0,25.78208930825501,1.4,1.2891044654127506,0.11089553458724932
481,England,2016,Watford,38,45.0,40.790366506716765,1.1842105263157894,1.073430697545178,0.11077982877061143
482,Italy,2005,Cagliari,38,44.0,39.80214452656374,1.1578947368421053,1.0474248559622037,0.11046988087990162
483,France,2018,Nantes,38,52.0,47.812037728753516,1.368421052631579,1.2582115191777241,0.11020953345385487
484,England,2011,Sunderland,38,47.0,42.818315689887044,1.236842105263158,1.126797781312817,0.11004432395034103
485,Germany,2016,Darmstadt,34,38.0,34.26201884928691,1.1176470588235294,1.0077064367437327,0.10994062207979671
486,Italy,2010,Napoli,38,59.0,54.835044782484886,1.5526315789473684,1.443027494275918,0.10960408467145033
487,Italy,2006,Lazio,38,62.0,57.84126729968331,1.631578947368421,1.5221386131495607,0.10944033421886035
488,France,2015,Guingamp,38,49.0,44.860190538290226,1.2894736842105263,1.180531329955006,0.10894235425552035
489,France,2016,Paris SG,38,96.0,91.90185913995268,2.526315789473684,2.4184699773671756,0.10784581210650845
490,Italy,2017,Juventus,38,91.0,86.90658511936235,2.3947368421052633,2.2870153978779566,0.10772144422730667
491,Spain,2011,Espanol,38,49.0,44.90834324079696,1.2894736842105263,1.1817985063367622,0.10767517787376413
492,France,2008,St Etienne,38,58.0,53.90992754118794,1.5263157894736843,1.418682303715472,0.10763348575821219
493,Spain,2014,Levante,38,48.0,43.93748278318951,1.263157894736842,1.1562495469260397,0.10690834781080238
494,England,2008,Blackburn,38,58.0,53.96917633319331,1.5263157894736843,1.4202414824524556,0.10607430702122866
495,Italy,2011,Lecce,38,41.0,36.96943527668121,1.0789473684210527,0.9728798757021371,0.10606749271891558
496,Spain,2018,Eibar,38,51.0,46.9767124459666,1.3421052631578947,1.236229274893858,0.10587598826403677
497,Germany,2016,FC Koln,34,43.0,39.441757738417316,1.2647058823529411,1.1600516981887445,0.10465418416419658
498,England,2018,Brighton,38,40.0,36.04090582603645,1.0526315789473684,0.9484448901588539,0.10418668878851445
499,Spain,2018,Villarreal,38,61.0,57.06370024026147,1.605263157894737,1.5016763221121439,0.10358683578259309
500,France,2018,St Etienne,38,55.0,51.07593149479008,1.4473684210526316,1.3441034603892128,0.10326496066341884
501,Spain,2016,Eibar,38,43.0,39.090536977936694,1.131578947368421,1.0286983415246498,0.10288060584377123
502,Italy,2009,Atalanta,38,47.0,43.10186857199075,1.236842105263158,1.1342596992629144,0.1025824060002436
503,Germany,2006,Leverkusen,34,52.0,48.539785919933344,1.5294117647058822,1.4276407623509808,0.10177100235490144
504,Germany,2013,Nurnberg,34,44.0,40.54025823452024,1.2941176470588236,1.1923605363094187,0.10175711074940486
505,Spain,2015,Vallecano,38,49.0,45.16446567009412,1.2894736842105263,1.1885385702656346,0.10093511394489174
506,Spain,2012,Valencia,38,61.0,57.17362254475054,1.605263157894737,1.5045690143355406,0.10069414355919637
507,Germany,2007,Bielefeld,34,42.0,38.583444865148756,1.2352941176470589,1.13480720191614,0.10048691573091895
508,Italy,2011,Catania,38,46.0,42.194368992379296,1.2105263157894737,1.1103781313784025,0.1001481844110712
509,Spain,2015,Barcelona,38,94.0,90.31764888432345,2.473684210526316,2.3767802337979855,0.0969039767283304
510,Germany,2015,FC Koln,34,40.0,36.73736670647213,1.1764705882352942,1.0805107854844744,0.09595980275081972
511,England,2016,Stoke,38,51.0,47.368846279408956,1.3421052631578947,1.2465485863002357,0.095556676857659
512,France,2007,Lens,38,57.0,53.40109220579305,1.5,1.4052919001524486,0.09470809984755135
513,England,2015,Arsenal,38,75.0,71.43077897942099,1.9736842105263157,1.8797573415637103,0.09392686896260538
