country,party_id,party_abbrev,party_name_english,previous_election_date,previous_election_source,previous_election_share,previous_election_notes,previous_election_total_votes,previous_election_party_votes,latest_election,latest_election_source,latest_election_share,latest_election_notes,last_election_total_votes,last_election_party_votes
Romania,2710,PP-DD,"People’s Party—Dan Diaconescu	Partidul Poporului—Dan Diaconescu",2012,http://www.parlgov.org/explore/ROU/election/2012-12-09/,14,,7409626,1037348,2016,http://www.parlgov.org/explore/ROU/election/2016-12-11/,0,,7047384,0
Romania,2711,PMP,"People’s Movement Party	Partidul Mis_carea Popular_a",2012,http://www.parlgov.org/explore/ROU/election/2012-12-09/,0,,7409626,0,2016,http://www.parlgov.org/explore/ROU/election/2016-12-11/,5.7,,7047384,401701
Romania,2712,PLR,"Liberal Reformist Party	Partidul Liberal Reformator",2012,http://www.parlgov.org/explore/ROU/election/2012-12-09/,0,,7409626,0,2016,http://www.parlgov.org/explore/ROU/election/2016-12-11/,2.8,Coalition ALDE (split 5.6% vote),7047384,197327
Slovakia,2802,SDKU-DS,"Slovak Democratic and Christian Union	Slovenská demokratická a kres_anská únia— Demokratická strana Democratic Party",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,6.1,,2553726,155777,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,0.3,,2607750,7823
Slovakia,2803,Smer-SD,"Direction—Social Democracy	Smer—sociálna demokrçacia",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,44.4,,2553726,1133854,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,28.3,,2607750,737993
Slovakia,2804,SMK-MKP,"Party of the Hungarian Coalition	Strana ma_arskej komunity— Magyar Közösség Pártja",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,4.3,,2553726,109810,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,4.1,,2607750,106918
Slovakia,2805,KDH,"Christian Democratic Movement	Kres_anskodemokratické hnutie",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,8.8,,2553726,224728,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,4.9,,2607750,127780
Slovakia,2809,SNS,"Slovak National Party	Slovenská národná strana",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,4.6,,2553726,117471,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,8.6,,2607750,224267
Slovakia,2812,SaS,"Freedom and Solidarity	Sloboda a Solidarita",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,5.9,,2553726,150670,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,12.1,,2607750,315538
Slovakia,2813,MH,"Bridge	Most-Hid",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,6.9,,2553726,176207,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,6.5,,2607750,169504
Slovakia,2814,OLaNO,"Ordinary People and Independent Personalities	Oby_ajní _udia a nezávislé osobnosti",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,8.6,,2553726,219620,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,11,,2607750,286853
Slovakia,2815,NOVA,"New Majority	Nová Vä_šina",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,0,,2553726,0,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,0,,2607750,0
Slovakia,2816,Siet,"Network	Sie_ Net /",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,0,,2553726,0,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,5.6,,2607750,146034
Slovakia,2817,Kotleba LSNS,"_udová strana – Naše Slovensko (Marian Kotleba)	People’s Party- Our Slovakia",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,0,,2553726,0,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,8,,2607750,208620
Slovakia,2818,Sme Rodina,"Sme Rodina	We Are Family",2012,http://www.parlgov.org/explore/SVK/election/2012-03-10/,0,,2553726,0,2016,http://www.parlgov.org/explore/SVK/election/2016-03-06/,6.6,,2607750,172112
Slovenia,2902,SDS,"Slovenian Democratic Party	Slovenska Demokratska Stranka",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,20.7,,874291,180978,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,24.9,,891097,221883
Slovenia,2903,SD,"Social Democrats	Socijalni Demokrati",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,6,,874291,52457,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,9.9,,891097,88219
Slovenia,2904,SLS,"Slovenian People’s Party	Slovenska Ljudska Stranka",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,4,,874291,34972,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,2.6,,891097,23169
Slovenia,2905,NSI,"New Slovenia-Christian People’s Party	Nova Slovenija-Kršcanska Ljudska Stranka",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,5.6,,874291,48960,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,7.2,,891097,64159
Slovenia,2906,DeSUS,"Democratic Party of Pensioners of Slovenia	Demokrati_na Stranka Upokojencev Slovenije",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,10.2,,874291,89178,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,4.9,,891097,43664
Slovenia,2911,SMC,"Party of Miro Cerar	Stranka Mira Cerarja",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,34.5,,874291,301630,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,9.8,,891097,87328
Slovenia,2912,ZL,"United Left	Združena Levica",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,6,,874291,52457,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,9.3,,891097,82872
Slovenia,2913,ZaAB,"Alliance of Alenka Bratušek	Zavezništvo Alenke Bratušek",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,4.4,,874291,38469,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,5.1,,891097,45446
Slovenia,2914,PS,"Positive Slovenia	Pozitivna Slovenija",2014,http://www.parlgov.org/explore/SVN/election/2014-07-13/,3,,874291,26229,2018,http://www.parlgov.org/explore/SVN/election/2018-06-03/,0,,891097,0
Croatia,3101,HDZ,"Croatian Democratic Union	Hrvatska Demokratska Zajednica",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,23.5,,2332604,548162,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,31.2,"Coalition HDZ, HSLS (split 35.2% of votes proportional to last election)",1978298,617229
Croatia,3102,SDP,"Social Democratic Party of Croatia	Socialdemokratska Partija Hrvatske",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,28.5,"Coalition SDP, HNS, IDS (split 41.1% of votes proportional to seats)",2332604,664792,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,26.1,"Coalition SPH, HNS, HSS (split 32.2% of votes proportional to last election)",1978298,516336
Croatia,3103,HSS,"Peasant Party	Hrvatska Selja_ka Stranka Croatian",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,0.6,,2332604,13996,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,0.5,"Coalition SPH, HNS, HSS (split 32.2% of votes proportional to last election)",1978298,9891
Croatia,3104,HSLS,"Croatian Social Liberal Party	Hrvatska Socijalno Liberalna Stranka",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,3,,2332604,69978,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,4,"Coalition HDZ, HSLS (split 35.2% of votes proportional to last election)",1978298,79132
Croatia,3105,HNS,"Croatian People’s Party—Liberal Democrats	Hrvatska Narodna Stranka—Liberalni Demokrati",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,6.1,"Coalition SDP, HNS, IDS (split 41.1% of votes proportional to seats)",2332604,142289,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,5.6,"Coalition SPH, HNS, HSS (split 32.2% of votes proportional to last election)",1978298,110785
Croatia,3106,IDS,"Democratic Assembly	Istarski Demokratski Sabor Istrian",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,1.4,"Coalition SDP, HNS, IDS (split 41.1% of votes proportional to seats)",2332604,32656,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,2.2,,1978298,43523
Croatia,3107,HDSSB,"Croatian Democratic Assembly of Slavonija and Baranja	Hrvatski Demokrtski Sabor Slavonije i Baranje",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,3,,2332604,69978,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,1.2,,1978298,23740
Croatia,3109,HSP,"Croatian Party of Rights	Hrvatska Stranka Prava",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,3,,2332604,69978,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,0,,1978298,0
Croatia,3112,HL-SR,"Labourists–Labour Party	Hrvatski Laburisti–Stranka Rada Croatian",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,4.2,,2332604,97969,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,0,,1978298,0
Croatia,3113,HSP-AS,"Croatian Party of Rights dr. Ante Starcevic	Hrvatska stranka prava dr. Ante Star_evi_",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,0.6,,2332604,13996,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,0,,1978298,0
Croatia,3114,ORaH,"Croatian Sustainable Development	Održivi Razvoj Hrvatske",2011,http://www.parlgov.org/explore/HRV/election/2011-12-04/,0,,2332604,0,2016,http://www.parlgov.org/explore/hrv/election/2016-09-11/,0,,1978298,0
Turkey,3401,AKP,"Justice and Development Party	Adalet ve Kalkinma Partisi",2011,http://www.parlgov.org/explore/TUR/election/2011-06-12/,49.8,,42941763,21384998,2018,http://www.parlgov.org/explore/TUR/election/2018-06-24/,42.6,,50059249,21325240
Turkey,3402,CHP,"Republican People’s Party	Cumhuriyet Halk Patisi",2011,http://www.parlgov.org/explore/TUR/election/2011-06-12/,26,,42941763,11164858,2018,http://www.parlgov.org/explore/TUR/election/2018-06-24/,22.7,,50059249,11363450
Turkey,3403,MHP,"Nationalist Movement Party	Milliyetci Hareket Partisi",2011,http://www.parlgov.org/explore/TUR/election/2011-06-12/,13,,42941763,5582429,2018,http://www.parlgov.org/explore/TUR/election/2018-06-24/,11.1,,50059249,5556577
Turkey,3407,HDP,"Peoples’ Democratic Party	Halklarin Demokratik Partisi",2011,http://www.parlgov.org/explore/TUR/election/2011-06-12/,0,,42941763,0,2018,http://www.parlgov.org/explore/TUR/election/2018-06-24/,11.7,,50059249,5856932
Norway,3501,AP,"Labour Party	Arbeiderpartiet",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,30.8,,2836029,873497,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,27.4,,2921657,800534
Norway,3502,FrP,"Progress Party	Fremskrittspartiet",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,16.3,,2836029,462273,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,15.2,,2921657,444092
Norway,3503,H,"Conservative Party	Høyre",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,25.8,,2836029,731695,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,25,,2921657,730414
Norway,3504,SV,"Socialist Left Party	Sosialistisk Venstreparti",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,4.1,,2836029,116277,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,6,,2921657,175299
Norway,3505,Sp,"Centre Party	Senterpartiet",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,5.5,,2836029,155982,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,10.3,,2921657,300931
Norway,3506,KrF,"Christian Democratic Party	Kristelig Folkeparti",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,5.6,,2836029,158818,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,4.2,,2921657,122710
Norway,3507,V,"Liberal Party	Venstre",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,5.2,,2836029,147474,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,4.4,,2921657,128553
Norway,3508,MDG,"Green Party	Miljøpartiet De Grønne",2013,http://www.parlgov.org/explore/NOR/election/2013-09-09/,2.8,,2836029,79409,2017,http://www.parlgov.org/explore/NOR/election/2017-09-11/,3.2,,2921657,93493
Switzerland,3601,SVP/UDC,"Swiss People’s Party	Swiss People’s Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,26.6,,2442648,649744,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,29.4,,2521502,741322
Switzerland,3602,SP/PS,"Social Democratic Party of Switzerland	Social Democratic Party of Switzerland",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,18.7,,2442648,456775,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,18.8,,2521502,474042
Switzerland,3603,FDP/PLR,"FDP. The Liberals	FDP. The Liberals",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,15.1,,2442648,368840,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,16.4,,2521502,413526
Switzerland,3604,CVP/PVC,"Christian Democratic People’s Party	Christian Democratic People’s Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,12.3,,2442648,300446,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,11.7,,2521502,295016
Switzerland,3605,GPS/PES,"Green Party	Green Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,8.4,,2442648,205182,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,7.1,,2521502,179027
Switzerland,3606,GLP/PVL,"Green Liberal Party	Green Liberal Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,5.4,,2442648,131903,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,4.6,,2521502,115989
Switzerland,3607,EVP/PEV,"Evangelical People’s Party	Evangelical People’s Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,2,,2442648,48853,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,2.1,,2521502,52952
Switzerland,3608,EDU/UDF,"Federal Democratic Union	Federal Democratic Union",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,1.3,,2442648,31754,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,0,,2521502,0
Switzerland,3610,LdT,"Ticino League	Ticino League",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,0.8,,2442648,19541,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,0,,2521502,0
Switzerland,3611,CSP/PCS,"Christian Social Party	Christian Social Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,0,,2442648,0,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,0,,2521502,0
Switzerland,3612,BDP,"Conservative Democratic Party	Conservative Democratic Party",2011,http://www.parlgov.org/explore/CHE/election/2011-10-23/,5.4,,2442648,131903,2017,http://www.parlgov.org/explore/CHE/election/2015-10-18/,4.1,,2521502,103382
Malta,3701,PL,"Labour Party	Partit Laburista",2013,http://www.parlgov.org/explore/mlt/election/2013-03-09/,54.8,,305556,167445,2017,http://www.parlgov.org/explore/mlt/election/2017-06-03/,55,,310665,170866
Malta,3702,PN,"Nationalist Party	Partit Nazzjonalista",2013,http://www.parlgov.org/explore/mlt/election/2013-03-09/,43.3,,305556,132306,2017,http://www.parlgov.org/explore/mlt/election/2017-06-03/,43.7,,310665,135761
