sex,age_bucket,lgbtq,inc_bucket,educ_n,region6,tenure3,poli_int_bucket,ge15_5,ge17_5,pop,pred_deal,pred_no_deal,pred_remain
Female,18-29,straight,15_25,4,Scotland,own,middling,DNV,Lab,1200,11.1,5.1,83.7
Female,45-60,straight,15_25,3,Wales,rent,middling,DNV,Lab,1500,22.9,21.1,55.9
Female,60-75,straight,15_25,5,North,own,middling,Oth,Oth,3700,13.5,8.8,77.7
Female,45-60,straight,35_50,2,South,mortgage,high,Con,Con,1900,34.3,45.9,19.7
Male,18-29,straight,35_50,3,South,mortgage,middling,DNV,DNV,3800,20.8,16.5,62.7
Female,45-60,gay,35_50,4,South,mortgage,middling,DNV,DNV,1200,23,23,54
Female,30-44,straight,35_50,5,South,mortgage,middling,Lab,Lab,7700,6.3,3.8,89.8
Male,18-29,gay,25_35,4,Midlands,rent,high,Lab,Lab,800,6.1,8.5,85.4
Female,75+,straight,25_35,3,South,own,high,DNV,Oth,400,20,15,65
Female,45-60,straight,50+,3,London,own,high,Lab,Lab,1100,9.2,9.1,81.7
Female,60-75,gay,35_50,4,North,own,high,Con,Lab,600,13.5,15.1,71.3
Female,30-44,straight,35_50,4,London,mortgage,middling,Lab,Lab,11100,9,5.1,85.9
Male,60-75,straight,15_25,3,Midlands,own,low,DNV,DNV,5600,32.9,39.2,27.9
Female,30-44,straight,50+,5,London,rent,high,Con,Oth,500,6.9,4.1,89
Female,60-75,straight,5_15,1,South,own,low,Con,Con,4200,48.8,43.1,8.1
Female,18-29,straight,35_50,5,Scotland,rent,middling,Oth,Con,800,23.5,11.9,64.6
Female,75+,straight,15_25,3,South,own,middling,Con,Con,28900,49.2,33.3,17.5
Female,30-44,straight,35_50,4,South,mortgage,low,DNV,Lab,4900,15.5,7.3,77.2
Male,45-60,gay,50+,4,North,mortgage,high,Lab,Lab,2400,6.4,13.3,80.3
Male,30-44,straight,25_35,4,North,own,middling,Lab,Oth,1100,10.7,8.6,80.6
Male,45-60,straight,35_50,4,North,own,high,Con,Con,4700,25.5,47.4,27.2
Female,60-75,straight,25_35,3,London,own,middling,Lab,Lab,8900,16.6,12,71.3
Female,60-75,straight,15_25,3,North,own,high,UKIP,Lab,1300,19.1,62.1,18.8
Male,45-60,straight,35_50,3,London,mortgage,high,Oth,Oth,600,9.4,13.9,76.6
Male,60-75,gay,15_25,3,North,own,high,Con,Con,1600,24.3,62.4,13.3
Female,18-29,straight,15_25,3,London,rent,high,DNV,Oth,800,14.2,9,76.8
Female,60-75,straight,35_50,3,South,mortgage,middling,Lab,Oth,1500,17.6,10.2,72.2
Female,45-60,straight,15_25,3,South,rent,high,Lab,Lab,5200,11.8,20.2,68.1
Male,45-60,straight,50+,3,South,mortgage,middling,Oth,Lab,2300,10.4,11.9,77.8
Female,45-60,straight,35_50,3,Midlands,rent,high,Lab,Lab,200,12.6,16.5,70.9
Female,30-44,straight,35_50,4,North,mortgage,middling,Oth,Lab,10900,10.9,6.8,82.3
Female,30-44,straight,5_15,3,Midlands,rent,low,DNV,DNV,8900,37.8,30.4,31.8
Male,30-44,straight,25_35,4,South,rent,low,DNV,DNV,2500,23.1,25.4,51.5
Female,45-60,straight,15_25,2,South,own,middling,Con,Con,4200,43.7,41.4,14.9
Male,60-75,straight,15_25,3,London,rent,high,Con,Con,1300,24.8,59.9,15.3
Male,30-44,straight,35_50,3,Scotland,mortgage,middling,UKIP,Con,2100,25.2,66.9,7.9
Male,45-60,straight,35_50,3,North,own,middling,Oth,Oth,600,15,14.1,70.9
Female,45-60,straight,25_35,3,North,mortgage,high,Lab,Lab,5000,12.6,18.1,69.3
Male,75+,gay,35_50,3,Midlands,own,high,Con,Con,700,31.8,48.9,19.3
Male,30-44,gay,35_50,3,North,mortgage,high,Lab,Lab,1300,8,15.5,76.5
Female,45-60,straight,25_35,3,South,own,high,Con,Con,9100,33.6,43.3,23.1
Female,30-44,straight,15_25,2,South,rent,middling,DNV,DNV,3000,31.2,32.9,35.9
Female,60-75,straight,5_15,1,Midlands,own,low,DNV,Con,7500,49,44.6,6.4
Female,30-44,straight,25_35,4,North,mortgage,middling,Con,Lab,6300,15.8,9.6,74.6
Male,30-44,straight,35_50,4,North,rent,middling,Lab,Lab,8000,9.2,10.2,80.6
Male,30-44,straight,35_50,4,Midlands,own,middling,Con,Con,1700,36,30.5,33.4
Female,45-60,straight,35_50,3,Midlands,mortgage,middling,Con,Con,15800,46.4,33.5,20.1
Male,75+,straight,15_25,2,North,rent,middling,Lab,Con,1100,33.7,54.1,12.2
Male,18-29,straight,35_50,4,London,rent,middling,Oth,Oth,1900,7.4,3.9,88.7
Male,45-60,straight,15_25,3,Wales,rent,middling,Lab,Oth,1600,16.5,19.6,63.9
Female,30-44,gay,35_50,4,North,rent,middling,Oth,DNV,1000,19.6,18.1,62.3
Female,45-60,gay,25_35,3,South,rent,middling,Con,Con,2000,39.2,42.1,18.8
Female,30-44,straight,5_15,2,South,rent,middling,UKIP,DNV,800,24.3,67.1,8.5
Female,30-44,straight,35_50,4,North,mortgage,middling,Oth,Oth,2200,12.3,5.9,81.8
Male,45-60,straight,5_15,3,South,own,high,DNV,Con,400,22.1,62.8,15.2
Male,45-60,straight,50+,3,Scotland,mortgage,low,DNV,Lab,1200,15.6,13.8,70.7
Male,30-44,straight,35_50,3,North,rent,middling,Lab,Lab,2900,11.9,13.8,74.3
Female,60-75,straight,15_25,3,Scotland,rent,middling,Oth,Oth,2800,18.9,14.8,66.3
Female,60-75,straight,15_25,3,South,rent,low,Oth,Oth,6200,24.9,15.4,59.7
Female,60-75,straight,15_25,3,Wales,own,middling,Lab,Lab,14500,19.8,15.3,65
Female,18-29,gay,15_25,3,North,rent,low,DNV,DNV,4300,35.2,21.4,43.4
Male,60-75,straight,25_35,3,London,own,middling,Con,Con,20200,37.4,43,19.7
Female,60-75,straight,25_35,2,North,own,middling,Lab,Lab,5600,22.5,19.2,58.4
Female,18-29,straight,50+,3,South,mortgage,low,DNV,Con,1200,48.4,15.7,35.8
Male,45-60,straight,5_15,2,North,rent,low,Lab,DNV,3300,25.5,50.2,24.3
Male,30-44,straight,25_35,5,Scotland,rent,middling,Oth,Oth,2300,6.1,5.7,88.3
Male,75+,straight,15_25,4,South,own,high,Con,Con,2200,28.1,48,23.8
Male,30-44,straight,50+,3,London,mortgage,middling,Con,Con,9100,35.9,29.9,34.2
Female,45-60,straight,5_15,3,London,rent,middling,Lab,Lab,6300,16.8,18.5,64.7
Male,45-60,straight,25_35,2,Wales,mortgage,low,Oth,Lab,9000,19.8,21.3,58.8
Female,30-44,straight,35_50,4,Scotland,mortgage,middling,DNV,Con,2300,36.5,24.4,39.1
Female,60-75,straight,5_15,2,North,own,high,Con,Con,1000,33.9,56,10.1
Female,45-60,straight,25_35,3,South,mortgage,middling,Lab,Lab,14400,14.7,12.9,72.3
Male,75+,straight,35_50,3,South,own,middling,Con,Con,18900,41.2,36.9,21.9
Female,45-60,straight,15_25,3,South,mortgage,middling,Lab,Lab,3700,15.6,15.1,69.3
Female,75+,straight,35_50,3,South,own,high,Con,Con,8500,40.1,35.8,24.1
Male,60-75,straight,15_25,3,South,own,low,Oth,Oth,9200,20,17.1,62.9
Male,60-75,straight,25_35,3,Scotland,own,high,Con,Con,11700,26.1,52.7,21.2
Male,45-60,straight,35_50,3,Wales,own,high,Con,Con,600,28.7,48.4,22.9
Female,75+,straight,35_50,4,South,own,high,Lab,Lab,600,9.7,8.5,81.8
Male,30-44,gay,50+,4,South,mortgage,middling,UKIP,Lab,1600,15.5,35.9,48.6
Male,45-60,straight,35_50,2,London,own,high,Lab,Lab,1800,9.9,19.1,71
Female,18-29,straight,15_25,4,North,rent,middling,Lab,Lab,7800,11.2,6.3,82.4
Male,60-75,straight,15_25,2,North,own,middling,Con,Con,13700,35.9,53.7,10.4
Male,60-75,straight,35_50,5,South,own,middling,UKIP,UKIP,600,19.7,74.7,5.6
Female,60-75,straight,35_50,3,South,own,high,Con,Con,38500,36.2,40.3,23.6
Female,30-44,straight,25_35,4,Midlands,own,middling,Con,Con,2700,44.2,25.6,30.2
Male,45-60,straight,25_35,3,South,rent,middling,DNV,Oth,3200,18,21,61
Female,30-44,straight,25_35,2,South,mortgage,low,Con,Con,7200,51.6,30.1,18.3
Male,60-75,straight,25_35,3,South,mortgage,middling,Con,Con,13900,35.2,46.7,18.1
Female,60-75,straight,25_35,3,South,own,low,Lab,Con,1400,46.1,31.8,22.1
Female,18-29,straight,25_35,3,South,rent,low,DNV,Lab,6900,19.5,7.8,72.7
Female,60-75,straight,25_35,2,North,own,middling,DNV,Lab,2300,27.8,23,49.2
Female,45-60,straight,35_50,3,North,mortgage,low,Con,Con,1900,50.8,31.8,17.4
Female,60-75,straight,5_15,2,Scotland,rent,middling,Con,Con,700,40.5,48.2,11.3
Female,75+,straight,5_15,1,South,rent,low,Lab,Lab,3300,30.6,25.9,43.5
Female,45-60,straight,35_50,2,North,mortgage,middling,Lab,Lab,9300,19.2,16.6,64.2
Male,30-44,straight,5_15,5,South,rent,low,Lab,Lab,1600,8.7,10.2,81.2
Male,60-75,gay,15_25,3,South,own,middling,Con,Con,4100,32.8,51.3,16
Male,45-60,straight,15_25,2,Scotland,mortgage,low,UKIP,DNV,5000,19.9,72.9,7.2
Male,60-75,straight,15_25,2,Midlands,own,middling,Oth,Oth,2000,22.1,23.7,54.1
Female,30-44,straight,5_15,2,Scotland,rent,low,Oth,Oth,2000,23.2,14.5,62.3
Female,45-60,straight,25_35,5,Wales,own,middling,Lab,Lab,2000,9.3,6.5,84.2
Male,30-44,gay,15_25,3,South,rent,high,UKIP,DNV,600,11.3,78.5,10.1
Female,45-60,gay,25_35,4,North,own,high,Lab,Lab,600,9.4,13.9,76.6
Male,30-44,straight,15_25,4,Wales,rent,high,Oth,Oth,1100,8.6,12.7,78.7
Female,60-75,straight,5_15,1,North,own,middling,UKIP,DNV,1900,23.2,72.8,4
Male,45-60,straight,25_35,3,Midlands,mortgage,high,UKIP,Con,3800,14.9,81.7,3.3
Male,60-75,gay,15_25,3,Midlands,rent,middling,Con,Con,1900,32.5,55.8,11.7
Male,30-44,straight,25_35,4,South,own,middling,Con,Lab,1800,11,10,79
Female,60-75,straight,25_35,4,South,own,middling,Lab,Oth,2700,14.6,8.5,76.9
Female,60-75,straight,15_25,1,South,rent,high,Con,Con,3300,31.2,59.3,9.5
Male,45-60,straight,35_50,2,South,mortgage,middling,UKIP,Con,8900,21.3,75,3.6
Male,45-60,straight,50+,4,North,mortgage,high,Con,Con,7000,25.1,44.5,30.4
Female,18-29,straight,15_25,3,North,rent,middling,Lab,Lab,6100,14.7,8.6,76.7
Female,30-44,straight,35_50,4,Midlands,mortgage,low,Lab,Oth,600,15.5,5.4,79.1
Male,45-60,straight,25_35,3,South,mortgage,middling,Con,Con,8200,33.4,46.5,20.1
Male,45-60,straight,15_25,3,North,rent,middling,Con,UKIP,900,27.7,64.4,7.9
Female,45-60,straight,15_25,2,Scotland,rent,middling,Lab,Lab,1300,17.4,20,62.6
Female,60-75,straight,25_35,4,South,own,high,Oth,Oth,7700,11,10.2,78.8
Male,30-44,gay,50+,4,South,mortgage,middling,Lab,Lab,1400,6.4,6.4,87.2
Male,30-44,straight,50+,3,Midlands,mortgage,middling,DNV,Con,6700,37.5,34.7,27.8
Male,60-75,straight,15_25,1,South,own,high,Con,Con,2400,24.9,65.2,10
Female,30-44,straight,35_50,3,Scotland,mortgage,low,Con,Con,600,47.9,23.8,28.2
Male,18-29,straight,25_35,4,North,rent,low,DNV,DNV,17400,24.9,18.8,56.3
Male,45-60,straight,50+,5,London,rent,high,Oth,Oth,800,4.8,6.6,88.6
Female,60-75,straight,25_35,1,North,own,middling,UKIP,Con,1300,28.7,69.2,2
Male,60-75,straight,35_50,4,South,own,high,UKIP,Lab,800,13.1,53.4,33.6
Male,45-60,gay,35_50,5,South,own,high,UKIP,Con,400,14.1,76.2,9.7
Female,45-60,straight,15_25,5,London,rent,high,Lab,Con,400,22,37.5,40.5
Female,60-75,straight,25_35,3,South,rent,middling,Lab,Lab,3100,17.1,15.7,67.2
Female,60-75,straight,35_50,4,South,mortgage,high,Lab,Lab,1700,8.9,10.4,80.7
Female,60-75,straight,5_15,4,South,rent,middling,Lab,Lab,2200,15.1,16.4,68.6
Female,60-75,straight,15_25,3,South,mortgage,middling,Con,Con,5700,43.8,39.6,16.7
Male,30-44,straight,50+,4,North,mortgage,high,Lab,Lab,15000,5.8,8.4,85.8
Female,75+,straight,15_25,3,North,own,middling,Lab,Lab,8600,21.9,15.4,62.7
Male,45-60,straight,25_35,3,North,rent,middling,Lab,Con,1800,29,51.5,19.5
Female,45-60,straight,15_25,3,South,rent,middling,Lab,Lab,4800,16,17.1,66.9
Female,30-44,straight,35_50,4,South,mortgage,middling,Lab,DNV,2600,17.2,12.5,70.3
Male,45-60,straight,35_50,4,Midlands,own,middling,DNV,Lab,2500,13.9,14.6,71.4
Female,30-44,straight,25_35,3,Midlands,mortgage,middling,Lab,Lab,10400,15.5,10.2,74.3
Female,45-60,straight,25_35,4,South,rent,middling,Con,Con,6100,39.1,35.5,25.5
Male,45-60,gay,25_35,3,London,own,middling,Lab,Lab,1200,11.4,16,72.6
Male,60-75,straight,15_25,4,South,own,middling,Con,Con,10800,33.5,44.3,22.2
Male,30-44,straight,25_35,3,North,mortgage,middling,UKIP,UKIP,2400,19.4,77.9,2.7
Male,45-60,straight,50+,5,North,own,high,Oth,Oth,1000,5.5,7.1,87.4
Female,18-29,straight,35_50,4,South,rent,middling,DNV,Lab,7800,11.1,4.9,84
Male,60-75,straight,5_15,4,Wales,rent,high,Lab,Lab,400,9.8,25,65.1
Male,45-60,straight,25_35,3,South,own,middling,Oth,Con,1400,29.8,44.1,26.1
Male,45-60,straight,50+,5,South,mortgage,high,Con,Con,17400,20.1,34.7,45.2
Male,45-60,straight,50+,4,Midlands,mortgage,middling,Oth,Lab,6000,9.6,9.9,80.5
Female,60-75,straight,25_35,2,North,own,high,DNV,Con,400,35.1,52.2,12.6
Female,60-75,straight,35_50,4,Wales,own,high,Lab,Lab,1100,10.2,10,79.9
Female,60-75,straight,15_25,3,South,own,low,Lab,Oth,1200,24.2,12.7,63.1
Male,60-75,straight,25_35,2,South,own,middling,Con,Con,40700,36.7,48.8,14.4
Female,30-44,straight,15_25,4,South,mortgage,low,UKIP,Con,4600,36.8,55.9,7.4
Male,18-29,straight,5_15,3,Midlands,rent,low,DNV,Lab,15600,21.2,15.7,63.1
Male,60-75,gay,25_35,3,South,own,high,Con,Con,4500,24.8,56.7,18.5
Female,45-60,straight,25_35,3,Midlands,mortgage,low,Oth,DNV,1100,32.8,25.1,42.1
Male,45-60,straight,25_35,5,North,rent,high,Lab,Lab,3000,5.9,14.6,79.5
Male,45-60,straight,25_35,3,South,mortgage,middling,DNV,DNV,1900,22.7,37.1,40.1
Female,60-75,straight,35_50,4,North,own,high,Lab,Lab,7300,10.5,11.7,77.8
Female,30-44,straight,50+,4,North,mortgage,middling,Con,Con,13300,41.3,22.4,36.2
Male,45-60,straight,35_50,3,London,mortgage,high,UKIP,Con,1200,16.1,78.9,5.1
Female,45-60,straight,25_35,3,Scotland,rent,high,Lab,Oth,300,11.6,14,74.4
Male,45-60,straight,50+,3,South,mortgage,high,UKIP,Oth,600,15.7,50.9,33.4
Female,30-44,straight,25_35,2,London,mortgage,middling,Con,Lab,1100,20.9,12.8,66.3
Male,60-75,straight,25_35,2,Scotland,own,high,DNV,Oth,400,15.8,25.9,58.3
Male,30-44,straight,35_50,5,Scotland,mortgage,low,Oth,Oth,3100,6.7,4.1,89.2
Male,45-60,straight,25_35,3,South,rent,high,Oth,Con,2500,20.3,56.9,22.9
Male,60-75,straight,35_50,4,Midlands,own,middling,Oth,Oth,2500,13.6,10.7,75.7
Female,30-44,straight,35_50,2,Midlands,mortgage,middling,Lab,Lab,1100,17.6,11.2,71.1
Female,45-60,straight,15_25,2,South,mortgage,low,Con,Con,5800,48.4,38.9,12.7
Female,30-44,straight,15_25,3,North,rent,middling,UKIP,UKIP,900,24.4,73.3,2.4
Male,18-29,straight,15_25,2,North,rent,middling,Lab,Lab,4100,14.6,14.8,70.5
Male,60-75,straight,15_25,5,North,own,high,Lab,Lab,2800,6.9,15.3,77.7
Female,45-60,straight,50+,4,North,mortgage,high,Oth,Lab,1700,8.5,9.4,82.1
Female,45-60,straight,50+,4,London,mortgage,middling,Lab,Con,2100,33.2,23.3,43.5
Female,45-60,straight,35_50,4,London,own,low,DNV,Con,2600,46,26.1,28
Female,30-44,straight,35_50,3,North,mortgage,middling,Lab,Lab,19300,14.2,9.2,76.7
Male,75+,straight,25_35,2,South,own,high,Con,Con,14700,31.1,53.3,15.6
Male,18-29,straight,25_35,2,South,rent,high,Oth,Lab,700,8.8,12.7,78.5
Male,60-75,straight,5_15,3,London,rent,high,Oth,Oth,600,12.6,26.5,60.8
Female,60-75,straight,15_25,1,South,own,low,Con,Con,10500,50.6,40.2,9.3
Female,18-29,straight,25_35,4,Midlands,mortgage,middling,Con,Con,3200,44.2,18.4,37.5
Male,75+,gay,15_25,1,South,rent,middling,Con,Con,1600,33.3,58.1,8.6
Female,45-60,gay,15_25,4,North,own,middling,Con,Con,1800,39.6,39.3,21.1
Female,18-29,straight,35_50,4,South,mortgage,middling,Lab,Lab,3700,7.6,3.1,89.3
Male,45-60,straight,25_35,3,North,mortgage,middling,UKIP,DNV,2100,18.5,72.6,8.9
Female,45-60,straight,35_50,2,South,mortgage,low,Con,Con,4100,50.6,33.2,16.2
Male,60-75,straight,25_35,1,South,own,middling,Con,Con,7700,35.8,52.7,11.5
Female,18-29,straight,50+,4,South,mortgage,middling,Oth,Lab,2700,6.8,2.5,90.7
Female,18-29,straight,15_25,3,Midlands,rent,middling,DNV,DNV,3100,32.1,19.7,48.2
Female,60-75,straight,5_15,1,South,own,middling,Con,Con,9000,43,47.8,9.2
Female,60-75,straight,25_35,2,South,own,high,Con,Con,24500,36.2,47.7,16.1
Male,30-44,straight,5_15,3,London,rent,high,DNV,Lab,700,11.5,25.8,62.7
Female,60-75,gay,25_35,3,North,own,middling,Con,Con,5000,44.6,39.6,15.9
Female,45-60,straight,35_50,2,Midlands,mortgage,middling,Con,Con,8800,47.6,36.8,15.7
Male,60-75,straight,5_15,3,Midlands,rent,middling,Con,Con,2800,33.5,56,10.5
Male,30-44,straight,25_35,4,North,rent,middling,Con,Lab,5900,13.3,14.4,72.2
Female,60-75,gay,25_35,3,South,own,low,Con,Con,1100,49.2,34,16.8
Male,45-60,straight,50+,5,Scotland,own,high,Oth,Oth,1300,4.1,5.2,90.7
Female,60-75,straight,15_25,5,North,rent,middling,Oth,Oth,1200,14.1,10.7,75.2
Female,30-44,straight,35_50,5,Midlands,rent,middling,DNV,Lab,800,11.3,6.9,81.9
Female,75+,straight,15_25,1,Wales,own,middling,Con,Con,1000,52.5,37.6,9.9
Female,30-44,gay,15_25,2,South,rent,middling,DNV,Con,1300,39.5,44.6,16
Male,60-75,straight,15_25,3,South,rent,high,UKIP,Con,3200,12.5,84.9,2.5
Male,60-75,straight,35_50,3,South,mortgage,middling,UKIP,Con,3200,23.1,72.4,4.4
Male,60-75,straight,25_35,4,Midlands,own,middling,Lab,Oth,1900,14.3,12.5,73.1
Female,60-75,straight,15_25,4,North,own,middling,DNV,Lab,5500,20.8,17.1,62.1
Male,45-60,gay,50+,4,South,mortgage,high,Con,Con,400,22.1,43.8,34.2
Female,45-60,straight,5_15,3,Wales,own,low,DNV,Lab,2700,28.4,19.6,52.1
Male,30-44,straight,25_35,2,North,mortgage,low,Lab,Lab,7900,18.2,18,63.8
Male,45-60,straight,25_35,3,Midlands,rent,middling,UKIP,DNV,1300,18.5,73.3,8.2
Female,30-44,straight,15_25,2,South,own,middling,Lab,Lab,900,16.8,13.1,70.2
Female,18-29,straight,25_35,3,South,rent,middling,Oth,Lab,3000,11.8,6.1,82.1
Male,45-60,straight,50+,4,South,mortgage,middling,Oth,Lab,11500,7.9,8.7,83.4
Female,60-75,straight,35_50,5,North,own,low,DNV,Con,2500,45.1,26.7,28.2
Female,30-44,straight,25_35,5,Midlands,own,middling,DNV,Oth,500,13.1,5.8,81.1
Female,45-60,straight,50+,4,South,mortgage,high,Lab,Oth,1400,8,6.7,85.4
Male,30-44,gay,15_25,3,South,rent,low,DNV,DNV,2900,25.5,36.7,37.8
Male,18-29,straight,25_35,3,London,rent,middling,DNV,Lab,10500,12.9,9.8,77.3
Male,30-44,straight,15_25,3,Midlands,rent,middling,Lab,Lab,1700,13.7,17.8,68.5
Female,30-44,straight,50+,4,South,mortgage,middling,DNV,DNV,1800,20.8,13,66.2
Male,45-60,straight,15_25,2,North,rent,middling,Lab,Lab,8000,16.6,31.3,52.1
Female,30-44,straight,15_25,4,Wales,rent,middling,Lab,Lab,1100,12.6,9.3,78.2
Female,60-75,straight,35_50,3,South,own,middling,UKIP,Con,9900,33.8,60.9,5.3
Female,30-44,straight,50+,4,London,rent,high,Lab,Lab,1200,6.2,5.5,88.3
Female,30-44,straight,50+,4,North,mortgage,middling,Lab,Lab,11500,9.7,5.4,84.9
Male,75+,straight,15_25,3,Midlands,own,high,Con,Con,3500,31.9,52.8,15.3
Male,30-44,straight,15_25,3,London,rent,low,Con,Lab,5500,19,17,64
Male,60-75,straight,15_25,3,North,rent,middling,Lab,Lab,7100,16.1,27,56.9
Female,45-60,straight,15_25,2,South,mortgage,middling,DNV,Con,2300,40.6,45.7,13.7
Male,30-44,straight,35_50,4,South,mortgage,high,Oth,Lab,7300,5.5,8.7,85.8
Female,45-60,straight,5_15,3,South,own,middling,Lab,Lab,3400,16.5,16.6,67
Female,18-29,straight,15_25,3,North,rent,middling,Oth,Lab,1400,14.9,8.7,76.4
Female,45-60,straight,25_35,4,North,mortgage,high,Lab,Lab,3900,9.8,13.7,76.5
Female,60-75,straight,15_25,2,London,rent,low,UKIP,Con,1200,32.1,65.6,2.3
Male,45-60,straight,15_25,2,South,mortgage,middling,Con,Lab,1200,18.9,27.9,53.2
Female,60-75,gay,5_15,3,South,own,middling,DNV,DNV,1300,30.1,37.9,32
Female,18-29,straight,15_25,3,North,rent,low,DNV,Lab,6300,23.9,10.7,65.4
Female,75+,straight,5_15,3,South,rent,middling,Lab,Lab,3500,20.5,18.5,61
Male,60-75,straight,15_25,3,North,own,middling,Oth,Lab,5100,16.2,23.2,60.6
Female,18-29,straight,25_35,4,North,rent,low,DNV,DNV,3300,30.2,14,55.8
Male,30-44,straight,15_25,4,Scotland,rent,middling,DNV,Oth,1500,12.4,12.5,75
Female,60-75,straight,5_15,2,Midlands,own,middling,UKIP,Con,2200,28.4,69.6,2
Female,18-29,straight,50+,3,South,rent,high,DNV,Oth,400,11.1,5.6,83.3
Male,30-44,straight,25_35,4,North,rent,low,DNV,Lab,6800,16.3,15.5,68.2
Male,30-44,straight,35_50,4,London,rent,middling,Con,Con,10500,32.3,32,35.7
Male,75+,straight,25_35,4,South,own,middling,Con,Con,5500,38,36.4,25.6
Male,30-44,straight,35_50,3,Midlands,rent,high,Lab,Con,700,24.2,45.9,30
Male,60-75,straight,25_35,3,Midlands,rent,middling,UKIP,Con,2500,21.4,75.9,2.7
Female,60-75,straight,35_50,3,North,own,middling,UKIP,Lab,900,28.4,46.8,24.7
Male,45-60,straight,35_50,3,South,mortgage,middling,Con,Con,32300,34.2,43,22.8
Male,45-60,straight,35_50,2,South,own,middling,DNV,Con,1900,34.5,47.9,17.6
Male,60-75,gay,25_35,3,South,rent,high,Con,Con,400,22.9,61.3,15.8
Female,60-75,straight,50+,4,North,mortgage,high,Con,Con,700,34.7,36.1,29.3
Female,30-44,straight,50+,3,Scotland,mortgage,middling,Oth,Oth,1800,11.2,4.9,84
Male,45-60,straight,5_15,4,South,rent,high,Oth,Oth,1200,9,20.6,70.5
Female,18-29,straight,35_50,3,North,rent,low,Con,Con,2100,53.7,19.8,26.5
Male,60-75,straight,15_25,3,London,rent,middling,Con,Con,7100,34,50.9,15.1
Female,30-44,gay,15_25,5,Wales,rent,middling,Lab,Lab,800,8.6,7.2,84.1
Male,60-75,straight,50+,4,London,own,middling,Con,Con,4900,35.3,31.4,33.2
Male,30-44,straight,25_35,4,South,rent,high,DNV,Con,1500,22.4,47.3,30.3
Female,60-75,straight,35_50,5,South,own,high,Lab,Lab,6200,6.3,6.9,86.9
Female,18-29,straight,5_15,4,Midlands,rent,middling,Con,DNV,1400,28.4,16.9,54.7
Female,45-60,straight,25_35,3,Midlands,mortgage,middling,Con,Con,13700,45.6,36.5,17.8
Female,45-60,straight,35_50,3,South,mortgage,middling,Con,Oth,3700,20.8,11.1,68.1
Female,18-29,straight,25_35,3,Midlands,mortgage,low,DNV,Lab,3300,22.3,7.5,70.2
Female,45-60,straight,25_35,3,South,rent,middling,Oth,Oth,3200,17.4,12.9,69.7
Male,45-60,gay,35_50,2,Midlands,mortgage,middling,Lab,Con,1800,30.8,50.3,18.8
Female,60-75,gay,15_25,3,South,mortgage,middling,Con,Con,1900,41.2,42.5,16.3
Female,60-75,straight,15_25,2,North,own,low,DNV,DNV,2400,41.7,35.8,22.4
Female,30-44,straight,50+,5,North,mortgage,high,Lab,Lab,7100,5,4.4,90.6
Female,60-75,straight,15_25,4,London,own,middling,Con,Con,3000,43.4,32.8,23.9
Male,45-60,straight,35_50,3,South,own,middling,DNV,Con,4200,33.7,43.7,22.6
Female,30-44,straight,15_25,5,North,rent,high,Lab,Lab,1400,6.8,9.2,84
Female,18-29,gay,15_25,3,South,rent,low,DNV,DNV,4300,32.1,19.1,48.8
Male,75+,straight,15_25,3,Scotland,own,low,Oth,DNV,3000,27.2,28.9,43.9
Male,18-29,straight,15_25,4,North,rent,high,Lab,Lab,2900,6.7,9.9,83.4
Female,30-44,straight,35_50,4,North,mortgage,middling,Lab,Lab,29600,10.8,6.7,82.5
Male,45-60,gay,50+,4,London,mortgage,high,UKIP,Lab,500,11.3,48.4,40.3
Female,60-75,straight,5_15,2,North,rent,low,Lab,Lab,3800,28.5,27.8,43.7
Female,60-75,straight,5_15,2,Midlands,own,middling,Con,Con,4700,46.6,43.7,9.8
Male,45-60,straight,50+,5,Midlands,own,middling,Con,Con,4000,30.9,28.9,40.3
Female,45-60,straight,5_15,3,South,rent,low,DNV,DNV,3800,34,36.6,29.4
Female,60-75,straight,5_15,3,North,rent,low,Lab,Lab,14700,25.4,23.1,51.4
Male,18-29,straight,50+,4,London,rent,middling,Con,Con,1900,31.6,18.6,49.8
Female,30-44,straight,35_50,4,Wales,mortgage,middling,Lab,Lab,5200,10.4,5.7,83.9
Female,18-29,straight,50+,4,London,rent,middling,Con,Con,4600,37.7,13.7,48.6
Male,60-75,straight,35_50,3,South,mortgage,middling,Lab,Con,2000,31.3,42.7,26
Female,30-44,straight,50+,3,Midlands,mortgage,middling,Con,Con,1700,47.1,24.3,28.7
Male,60-75,straight,35_50,3,South,mortgage,high,Con,Con,8200,26.9,51.9,21.2
Female,60-75,straight,25_35,2,South,own,middling,UKIP,Con,15900,30.8,65.9,3.3
Male,60-75,gay,25_35,1,London,own,high,Lab,Lab,600,12.2,31.2,56.6
Female,45-60,straight,25_35,3,South,rent,high,Lab,Lab,2700,11.2,17.4,71.4
Female,30-44,straight,35_50,3,Scotland,mortgage,middling,Oth,Oth,5700,12.4,6.1,81.5
Female,60-75,straight,15_25,3,North,rent,high,Lab,Lab,5700,15,25,60
Male,45-60,straight,50+,5,North,mortgage,middling,Oth,Oth,2200,7.5,6.5,86
Female,60-75,straight,25_35,4,South,mortgage,high,DNV,Con,700,31,43.6,25.4
Female,60-75,straight,15_25,1,South,own,high,Con,Con,8000,34,54.9,11.2
