Year,WarNo,WarName,YrBeg1,bdeadlow,bdeadhigh,bdeadbest,yrlydata,MonBeg1,DayBeg1,YrEnd1,MonEnd1,DayEnd1,YrBeg2,MonBeg2,DayBeg2,YrEnd2,MonEnd2,DayEnd2,WarType,Insurgnt,Winner,Interven,MinDur,MaxDur,StDeaths,ToDeaths,InCenSub,InMajor,WestHem,Europe,Africa,MidEast,Asia,Oceania,Version
1953,644,Indonesia vs. Darul Islam,1953,521,1000,1000,1,9,20,1953,11,23,-999,-999,-999,-999,-999,-999,4,Darul Islam,1,0,65,65,1000,-999,0,0,0,0,0,0,1,0,3
1954,645,Guatemala vs. Conservatives,1954,48,48,48,1,6,8,1954,6,30,-999,-999,-999,-999,-999,-999,4,Conservatives,2,0,23,23,1000,-999,0,0,1,0,0,0,0,0,3
1955,647,Argentina vs. Army,1955,900,900,900,1,6,15,1955,9,19,-999,-999,-999,-999,-999,-999,4,Army,2,0,97,97,3000,-999,0,0,1,0,0,0,0,0,3
1956,648,China vs. Tibetans,1956,17750,17750,17750,0,3,1,1959,3,22,-999,-999,-999,-999,-999,-999,5,Tibetans,1,0,1117,1117,40000,100000,0,0,0,0,0,0,1,0,3
1957,648,China vs. Tibetans,1956,17750,17750,17750,0,3,1,1959,3,22,-999,-999,-999,-999,-999,-999,5,Tibetans,1,0,1117,1117,40000,100000,0,0,0,0,0,0,1,0,3
1958,648,China vs. Tibetans,1956,17750,17750,17750,0,3,1,1959,3,22,-999,-999,-999,-999,-999,-999,5,Tibetans,1,0,1117,1117,40000,100000,0,0,0,0,0,0,1,0,3
1959,648,China vs. Tibetans,1956,17750,17750,17750,0,3,1,1959,3,22,-999,-999,-999,-999,-999,-999,5,Tibetans,1,0,1117,1117,40000,100000,0,0,0,0,0,0,1,0,3
1956,649,Indonesia vs. Leftists,1956,999,1000,1000,1,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3
1957,649,Indonesia vs. Leftists,1956,999,12354,12354,1,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3
1958,649,Indonesia vs. Leftists,1956,999,6696,6696,1,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3
1959,649,Indonesia vs. Leftists,1956,999,6697,6697,1,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3
1960,649,Indonesia vs. Leftists,1956,999,6697,6697,1,12,15,1960,12,31,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,1478,1478,30000,-999,0,0,0,0,0,0,1,0,3
1958,650,Lebanon vs. Leftists of 1958,1958,1000,1400,1400,1,5,9,1958,9,15,-999,-999,-999,-999,-999,-999,4,Leftists,1,1,130,130,1400,-999,0,0,0,0,0,1,0,0,3
1958,652,Cuba vs. Castroites,1958,2500,2500,2500,0,6,15,1959,1,2,-999,-999,-999,-999,-999,-999,4,Castroites,2,0,202,202,5000,-999,0,0,1,0,0,0,0,0,3
1959,652,Cuba vs. Castroites,1958,2500,2500,2500,0,6,15,1959,1,2,-999,-999,-999,-999,-999,-999,4,Castroites,2,0,202,202,5000,-999,0,0,1,0,0,0,0,0,3
1959,653,Iraq vs. Shammar Tribe & Pro-Western Officers,1959,500,5000,2000,1,3,6,1959,3,10,-999,-999,-999,-999,-999,-999,4,Shammar Tribe & Pro-Western Officers,1,0,5,5,2000,-999,0,0,0,0,0,1,0,0,3
1960,654,Republic of Vietnam vs. NLF,1960,10500,10500,10500,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1961,654,Republic of Vietnam vs. NLF,1960,21000,21000,21000,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1962,654,Republic of Vietnam vs. NLF,1960,37500,37500,37500,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1963,654,Republic of Vietnam vs. NLF,1960,43078,43078,43078,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1964,654,Republic of Vietnam vs. NLF,1960,45812,45812,45812,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1965,654,Republic of Vietnam vs. NLF,1960,6840,6840,6840,1,1,1,1965,2,6,-999,-999,-999,-999,-999,-999,4,NLF,4,1,1864,1864,302000,-999,0,0,0,0,0,0,1,0,3
1960,655,Zaire vs. Katanga & Leftists,1960,50,749,,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1961,655,Zaire vs. Katanga & Leftists,1960,528,836,,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1962,655,Zaire vs. Katanga & Leftists,1960,105,413,,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1963,655,Zaire vs. Katanga & Leftists,1960,50,1998,,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1964,655,Zaire vs. Katanga & Leftists,1960,14982,14982,14982,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1965,655,Zaire vs. Katanga & Leftists,1960,14983,14983,14983,1,7,4,1965,9,1,-999,-999,-999,-999,-999,-999,5,Katanga & Leftists,1,1,1886,1886,100050,-999,0,0,0,0,1,0,0,0,3
1960,657,Laos vs. Pathet Lao of  1960,1960,1000,1666,1666,0,10,15,1962,7,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,1,0,639,639,5000,-999,0,0,0,0,0,0,1,0,3
1961,657,Laos vs. Pathet Lao of  1960,1960,1000,1667,1667,0,10,15,1962,7,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,1,0,639,639,5000,-999,0,0,0,0,0,0,1,0,3
1962,657,Laos vs. Pathet Lao of  1960,1960,1000,1667,1667,0,10,15,1962,7,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,1,0,639,639,5000,-999,0,0,0,0,0,0,1,0,3
1961,658,Iraq vs. Kurds of 1961,1961,11000,11000,11000,0,9,16,1963,11,22,-999,-999,-999,-999,-999,-999,5,Kurds,1,0,798,798,500,3000,0,0,0,0,0,1,0,0,3
1962,658,Iraq vs. Kurds of 1961,1961,11000,11000,11000,0,9,16,1963,11,22,-999,-999,-999,-999,-999,-999,5,Kurds,1,0,798,798,500,3000,0,0,0,0,0,1,0,0,3
1963,658,Iraq vs. Kurds of 1961,1961,11000,11000,11000,0,9,16,1963,11,22,-999,-999,-999,-999,-999,-999,5,Kurds,1,0,798,798,500,3000,0,0,0,0,0,1,0,0,3
1962,659,Algeria vs. Former Rebel Leaders,1962,75000,75000,75000,0,7,28,1963,1,15,-999,-999,-999,-999,-999,-999,4,Former Rebel Leaders,1,0,172,172,1500,-999,0,0,0,0,0,1,0,0,3
1963,659,Algeria vs. Former Rebel Leaders,1962,75000,75000,75000,0,7,28,1963,1,15,-999,-999,-999,-999,-999,-999,4,Former Rebel Leaders,1,0,172,172,1500,-999,0,0,0,0,0,1,0,0,3
1962,660,Yemen Arab Republic vs. Royalists,1962,1538,15538,7692,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1963,660,Yemen Arab Republic vs. Royalists,1962,1538,15538,7692,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1964,660,Yemen Arab Republic vs. Royalists,1962,1538,15538,7692,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1965,660,Yemen Arab Republic vs. Royalists,1962,769,7769,3846,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1966,660,Yemen Arab Republic vs. Royalists,1962,1538,15538,7692,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1967,660,Yemen Arab Republic vs. Royalists,1962,1539,15539,7692,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1968,660,Yemen Arab Republic vs. Royalists,1962,770,7770,3847,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1969,660,Yemen Arab Republic vs. Royalists,1962,770,7770,3847,0,11,15,1969,9,3,-999,-999,-999,-999,-999,-999,4,Royalists,1,1,2485,2485,101000,-999,0,0,0,0,0,1,0,0,3
1963,662,Laos vs. Pathet Lao of 1963,1963,1681,1681,1681,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1964,662,Laos vs. Pathet Lao of 1963,1963,1681,1681,1681,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1965,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1966,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1967,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1968,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1969,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1970,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1971,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1972,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1973,662,Laos vs. Pathet Lao of 1963,1963,1682,1682,1682,0,4,19,1973,2,15,-999,-999,-999,-999,-999,-999,4,Pathet Lao,2,1,3591,3591,18500,-999,0,0,0,0,0,0,1,0,3
1963,663,Sudan vs. Anya Nya,1963,1000,5500,1000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1964,663,Sudan vs. Anya Nya,1963,1000,5500,3000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1965,663,Sudan vs. Anya Nya,1963,1000,5500,3000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1966,663,Sudan vs. Anya Nya,1963,1000,5500,3000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1967,663,Sudan vs. Anya Nya,1963,1000,5500,3000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1968,663,Sudan vs. Anya Nya,1963,1000,5500,3000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1969,663,Sudan vs. Anya Nya,1963,1000,5500,1000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1970,663,Sudan vs. Anya Nya,1963,1000,5500,1000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1971,663,Sudan vs. Anya Nya,1963,1000,5500,1000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1972,663,Sudan vs. Anya Nya,1963,1000,5500,1000,0,10,1,1972,2,28,-999,-999,-999,-999,-999,-999,5,Anya Nya,1,0,3073,3073,250000,-999,0,0,0,0,0,1,0,0,3
1963,664,Rwanda vs. Watusi,1963,1250,1250,1250,0,11,15,1964,2,6,-999,-999,-999,-999,-999,-999,4,Watusi,1,0,84,84,2500,-999,0,0,0,0,1,0,0,0,3
1964,664,Rwanda vs. Watusi,1963,1250,1250,1250,0,11,15,1964,2,6,-999,-999,-999,-999,-999,-999,4,Watusi,1,0,84,84,2500,-999,0,0,0,0,1,0,0,0,3
1965,665,Dominican Republic vs. Leftists,1965,2526,4027,3276,1,4,25,1965,9,1,-999,-999,-999,-999,-999,-999,4,Leftists,1,1,130,130,2526,-999,0,0,1,0,0,0,0,0,3
1966,667,Uganda vs. Buganda Tribe,1966,2000,2900,2000,1,5,23,1966,6,1,-999,-999,-999,-999,-999,-999,5,Buganda Tribe,1,0,10,10,2000,-999,0,0,0,0,1,0,0,0,3
1966,668,Guatemala vs. Indians,1966,450,450,450,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1967,668,Guatemala vs. Indians,1966,450,450,450,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1968,668,Guatemala vs. Indians,1966,950,950,950,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1969,668,Guatemala vs. Indians,1966,1600,1600,1600,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1970,668,Guatemala vs. Indians,1966,800,800,800,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1971,668,Guatemala vs. Indians,1966,800,800,800,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1972,668,Guatemala vs. Indians,1966,1600,1600,1600,0,10,-999,1972,7,12,-999,-999,-999,-999,-999,-999,4,Indians,1,0,2082,2112,58000,138000,0,0,1,0,0,0,0,0,3
1966,669,Chad vs. Frolinat of 1966,1966,583,583,583,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1967,669,Chad vs. Frolinat of 1966,1966,583,583,583,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1968,669,Chad vs. Frolinat of 1966,1966,583,583,583,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1969,669,Chad vs. Frolinat of 1966,1966,583,583,583,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1970,669,Chad vs. Frolinat of 1966,1966,584,584,584,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1971,669,Chad vs. Frolinat of 1966,1966,584,584,584,0,11,-999,1971,6,16,-999,-999,-999,-999,-999,-999,5,Frolinat,1,1,1660,1689,281,3037,0,0,0,0,1,0,0,0,3
1967,670,China vs. Red Guard,1967,12700,12700,12700,1,1,15,1968,9,1,-999,-999,-999,-999,-999,-999,4,Red Guard,1,0,596,596,50000,-999,0,1,0,0,0,0,1,0,3
1968,670,China vs. Red Guard,1967,37300,37300,37300,1,1,15,1968,9,1,-999,-999,-999,-999,-999,-999,4,Red Guard,1,0,596,596,50000,-999,0,1,0,0,0,0,1,0,3
1967,672,Nigeria vs. Biafrans,1967,14516,14516,14516,0,7,6,1970,1,12,-999,-999,-999,-999,-999,-999,5,Biafrans,1,0,922,922,100000,1000000,0,0,0,0,1,0,0,0,3
1968,672,Nigeria vs. Biafrans,1967,29032,29032,29032,0,7,6,1970,1,12,-999,-999,-999,-999,-999,-999,5,Biafrans,1,0,922,922,100000,1000000,0,0,0,0,1,0,0,0,3
1969,672,Nigeria vs. Biafrans,1967,29032,29032,29032,0,7,6,1970,1,12,-999,-999,-999,-999,-999,-999,5,Biafrans,1,0,922,922,100000,1000000,0,0,0,0,1,0,0,0,3
1970,672,Nigeria vs. Biafrans,1967,2420,2420,2420,0,7,6,1970,1,12,-999,-999,-999,-999,-999,-999,5,Biafrans,1,0,922,922,100000,1000000,0,0,0,0,1,0,0,0,3
1968,673,Burma vs. Ethnic Rebels,1968,3125,3125,3125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1969,673,Burma vs. Ethnic Rebels,1968,3125,3125,3125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1970,673,Burma vs. Ethnic Rebels,1968,3125,3125,3125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1971,673,Burma vs. Ethnic Rebels,1968,2125,2125,2125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1972,673,Burma vs. Ethnic Rebels,1968,2125,2125,2125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1973,673,Burma vs. Ethnic Rebels,1968,2125,2125,2125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1974,673,Burma vs. Ethnic Rebels,1968,2125,2125,2125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1975,673,Burma vs. Ethnic Rebels,1968,2125,2125,2125,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1976,673,Burma vs. Ethnic Rebels,1968,1325,1325,1325,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1977,673,Burma vs. Ethnic Rebels,1968,1325,1325,1325,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1978,673,Burma vs. Ethnic Rebels,1968,1325,1325,1325,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1979,673,Burma vs. Ethnic Rebels,1968,425,425,425,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1980,673,Burma vs. Ethnic Rebels,1968,425,425,425,0,-999,-999,1980,10,22,-999,-999,-999,-999,-999,-999,5,Ethnic Rebels,1,0,4314,4679,25000,-999,0,0,0,0,0,0,1,0,3
1970,674,Thailand vs. Communists,1970,450,720,720,1,1,-999,1973,10,-999,-999,-999,-999,-999,-999,-999,4,Communists,1,0,1340,1400,1650,4000,0,0,0,0,0,0,1,0,3
1971,674,Thailand vs. Communists,1970,500,800,800,1,1,-999,1973,10,-999,-999,-999,-999,-999,-999,-999,4,Communists,1,0,1340,1400,1650,4000,0,0,0,0,0,0,1,0,3
1972,674,Thailand vs. Communists,1970,700,1120,1120,1,1,-999,1973,10,-999,-999,-999,-999,-999,-999,-999,4,Communists,1,0,1340,1400,1650,4000,0,0,0,0,0,0,1,0,3
1973,674,Thailand vs. Communists,1970,50,200,100,1,1,-999,1973,10,-999,-999,-999,-999,-999,-999,-999,4,Communists,1,0,1340,1400,1650,4000,0,0,0,0,0,0,1,0,3
1970,675,Cambodia vs. Khmer Rouge of 1970,1970,29500,49900,37900,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1971,675,Cambodia vs. Khmer Rouge of 1970,1970,29500,49900,37900,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1972,675,Cambodia vs. Khmer Rouge of 1970,1970,29500,49900,37900,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1973,675,Cambodia vs. Khmer Rouge of 1970,1970,29500,49900,37900,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1974,675,Cambodia vs. Khmer Rouge of 1970,1970,29500,49900,37900,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1975,675,Cambodia vs. Khmer Rouge of 1970,1970,37500,50500,60500,0,3,20,1975,3,15,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,2,1,1822,1822,56000,185000,0,0,0,0,0,0,1,0,3
1970,677,Jordan vs. Palestinians,1970,3440,3440,3440,1,9,17,1970,9,24,-999,-999,-999,-999,-999,-999,4,Palestinians,1,1,8,8,2100,-999,0,0,0,0,0,1,0,0,3
1970,678,Guatemala vs. Leftists of 1970,1970,800,800,800,0,11,15,1971,9,15,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,305,305,1000,-999,0,0,1,0,0,0,0,0,3
1971,678,Guatemala vs. Leftists of 1970,1970,800,800,800,0,11,15,1971,9,15,-999,-999,-999,-999,-999,-999,4,Leftists,1,0,305,305,1000,-999,0,0,1,0,0,0,0,0,3
1971,679,Pakistan vs. Bengalis,1971,50000,50000,50000,1,3,25,1971,12,2,-999,-999,-999,-999,-999,-999,5,Bengalis,4,0,253,253,500000,-999,0,0,0,0,0,0,1,0,3
1971,680,Sri Lanka vs. Janatha Vimukthi-JVP,1971,1260,2000,1630,1,4,6,1971,5,16,-999,-999,-999,-999,-999,-999,4,Janatha Vimukthi-JVP,1,0,41,41,2000,-999,0,0,0,0,0,0,1,0,3
1972,682,Philippines vs. Moros,1972,1110,6666,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1973,682,Philippines vs. Moros,1972,1110,6666,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1974,682,Philippines vs. Moros,1972,1110,6666,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1975,682,Philippines vs. Moros,1972,1110,6667,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1976,682,Philippines vs. Moros,1972,1110,6667,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1977,682,Philippines vs. Moros,1972,1110,6667,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1978,682,Philippines vs. Moros,1972,1110,6667,2222,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1979,682,Philippines vs. Moros,1972,1110,6667,2223,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1980,682,Philippines vs. Moros,1972,1110,6667,2223,0,1,1,1980,3,18,-999,-999,-999,-999,-999,-999,5,Moros,1,0,3000,3000,15000,60000,0,0,0,0,0,0,1,0,3
1972,683,Burundi vs. Hutu of 1972,1972,1000,5000,3000,1,4,30,1972,5,25,-999,-999,-999,-999,-999,-999,4,Hutu,1,0,26,26,50000,-999,0,0,0,0,1,0,0,0,3
1972,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1973,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1974,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1975,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
1976,684,Philippines vs. NPA,1972,100,100,100,0,10,1,1992,12,31,-999,-999,-999,-999,-999,-999,4,NPA,1,0,7397,7397,40000,-999,0,0,0,0,0,0,1,0,3
