Year,WarNo,WarName,YrBeg1,bdeadlow,bdeadhigh,bdeadbest,yrlydata,MonBeg1,DayBeg1,YrEnd1,MonEnd1,DayEnd1,YrBeg2,MonBeg2,DayBeg2,YrEnd2,MonEnd2,DayEnd2,WarType,Insurgnt,Winner,Interven,MinDur,MaxDur,StDeaths,ToDeaths,InCenSub,InMajor,WestHem,Europe,Africa,MidEast,Asia,Oceania,Version
1993,715,Sri Lanka vs. Tamils,1983,3000,3000,3000,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1994,715,Sri Lanka vs. Tamils,1983,2000,2000,2000,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1995,715,Sri Lanka vs. Tamils,1983,5000,5000,5000,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1996,715,Sri Lanka vs. Tamils,1983,3000,3000,3000,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1997,715,Sri Lanka vs. Tamils,1983,4000,4000,4000,1,7,25,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Tamils,5,1,-999,-999,9400,50000,0,0,0,0,0,0,1,0,3
1983,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1984,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1985,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1986,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1987,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1988,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1989,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1990,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1991,717,Sudan vs. SPLA-Garang Faction,1983,4000,4000,4000,0,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1992,717,Sudan vs. SPLA-Garang Faction,1983,1000,1000,1000,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1993,717,Sudan vs. SPLA-Garang Faction,1983,500,500,500,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1994,717,Sudan vs. SPLA-Garang Faction,1983,500,500,500,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1995,717,Sudan vs. SPLA-Garang Faction,1983,1000,1000,1000,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1996,717,Sudan vs. SPLA-Garang Faction,1983,2000,2000,2000,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1997,717,Sudan vs. SPLA-Garang Faction,1983,6000,6000,6000,1,11,17,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,SPLA-Garang Faction,5,0,-999,-999,1300000,-999,0,0,0,0,0,1,0,0,3
1984,718,Nigeria vs. Muslim Fundamentalists of 1984,1984,1000,1000,1000,1,2,2,1984,3,4,-999,-999,-999,-999,-999,-999,5,Muslim Fundamentalists,1,0,32,32,1000,-999,0,0,0,0,1,0,0,0,3
1985,720,Iraq vs. Kurds & Shiites,1985,25,6700,600,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1986,720,Iraq vs. Kurds & Shiites,1985,25,6700,600,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1987,720,Iraq vs. Kurds & Shiites,1985,61,6736,636,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1988,720,Iraq vs. Kurds & Shiites,1985,25,6700,600,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1989,720,Iraq vs. Kurds & Shiites,1985,25,6700,600,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1990,720,Iraq vs. Kurds & Shiites,1985,25,999,,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1991,720,Iraq vs. Kurds & Shiites,1985,20000,50000,20000,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1992,720,Iraq vs. Kurds & Shiites,1985,300,550,450,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1993,720,Iraq vs. Kurds & Shiites,1985,50,1998,,0,1,-999,1993,12,31,-999,-999,-999,-999,-999,-999,5,Kurds & Shiites,1,1,3257,3287,10000,-999,0,0,0,0,0,1,0,0,3
1985,722,India vs. Sikhs & Kashmiros,1985,200,394,394,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1986,722,India vs. Sikhs & Kashmiros,1985,200,609,609,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1987,722,India vs. Sikhs & Kashmiros,1985,200,1566,1566,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1988,722,India vs. Sikhs & Kashmiros,1985,2000,2000,2000,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1989,722,India vs. Sikhs & Kashmiros,1985,1981,2021,1981,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1990,722,India vs. Sikhs & Kashmiros,1985,5300,6480,5300,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1991,722,India vs. Sikhs & Kashmiros,1985,5766,7446,5766,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1992,722,India vs. Sikhs & Kashmiros,1985,4000,4680,4000,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1993,722,India vs. Sikhs & Kashmiros,1985,3500,3180,3500,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1994,722,India vs. Sikhs & Kashmiros,1985,800,2680,1300,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1995,722,India vs. Sikhs & Kashmiros,1985,25,2680,1000,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1996,722,India vs. Sikhs & Kashmiros,1985,25,999,500,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1997,722,India vs. Sikhs & Kashmiros,1985,25,999,500,1,-999,-999,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Sikhs & Kashmiros,5,0,-999,-999,30000,-999,0,0,0,0,0,0,1,0,3
1986,723,Yemen People's Republic vs. Leftist Factions,1986,10000,13000,11500,1,1,13,1986,1,29,-999,-999,-999,-999,-999,-999,4,Leftist Factions,1,0,17,17,12000,-999,0,0,0,0,0,1,0,0,3
1987,724,Sri Lanka vs. JVP,1987,1666,1666,1666,0,9,-999,1989,12,-999,-999,-999,-999,-999,-999,-999,4,JVP,6,0,794,853,30000,-999,0,0,0,0,0,0,1,0,3
1988,724,Sri Lanka vs. JVP,1987,1667,1667,1667,0,9,-999,1989,12,-999,-999,-999,-999,-999,-999,-999,4,JVP,6,0,794,853,30000,-999,0,0,0,0,0,0,1,0,3
1989,724,Sri Lanka vs. JVP,1987,1667,1667,1667,0,9,-999,1989,12,-999,-999,-999,-999,-999,-999,-999,4,JVP,6,0,794,853,30000,-999,0,0,0,0,0,0,1,0,3
1988,725,Burundi vs. Hutu of 1988,1988,2000,2000,2000,1,8,18,1988,8,22,-999,-999,-999,-999,-999,-999,4,Hutu,1,0,5,5,5000,-999,0,0,0,0,1,0,0,0,3
1989,727,Liberia vs. Anti-Doe Rebels,1989,100,100,100,0,12,-999,1990,11,28,-999,-999,-999,-999,-999,-999,4,Anti-Doe Rebels,2,1,333,363,10000,-999,0,0,0,0,1,0,0,0,3
1990,727,Liberia vs. Anti-Doe Rebels,1989,1000,9900,5000,0,12,-999,1990,11,28,-999,-999,-999,-999,-999,-999,4,Anti-Doe Rebels,2,1,333,363,10000,-999,0,0,0,0,1,0,0,0,3
1989,728,Rumania vs. Anti-Ceaucescu Rebels,1989,909,909,909,1,12,21,1989,12,22,-999,-999,-999,-999,-999,-999,4,Anti-Ceaucescu Rebels,2,0,2,2,1014,-999,0,0,0,1,0,0,0,0,3
1990,729,Rwanda vs. Tutsi,1990,900,900,900,1,9,30,1993,8,4,-999,-999,-999,-999,-999,-999,4,Tutsi,1,0,1040,1040,2000,-999,0,0,0,0,1,0,0,0,3
1991,729,Rwanda vs. Tutsi,1990,1500,1500,1500,1,9,30,1993,8,4,-999,-999,-999,-999,-999,-999,4,Tutsi,1,0,1040,1040,2000,-999,0,0,0,0,1,0,0,0,3
1992,729,Rwanda vs. Tutsi,1990,1500,1500,1500,1,9,30,1993,8,4,-999,-999,-999,-999,-999,-999,4,Tutsi,1,0,1040,1040,2000,-999,0,0,0,0,1,0,0,0,3
1993,729,Rwanda vs. Tutsi,1990,900,900,900,1,9,30,1993,8,4,-999,-999,-999,-999,-999,-999,4,Tutsi,1,0,1040,1040,2000,-999,0,0,0,0,1,0,0,0,3
1991,730,Sierra Leone vs. RUF,1991,333,333,333,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1992,730,Sierra Leone vs. RUF,1991,333,333,333,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1993,730,Sierra Leone vs. RUF,1991,333,333,333,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1994,730,Sierra Leone vs. RUF,1991,999,999,999,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1995,730,Sierra Leone vs. RUF,1991,999,999,999,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1996,730,Sierra Leone vs. RUF,1991,500,500,500,0,3,23,1996,4,23,-999,-999,-999,-999,-999,-999,4,RUF,6,0,1859,1859,20000,-999,0,0,0,0,1,0,0,0,3
1991,733,Yugoslavia/Serbia vs. Croatians,1991,9050,9050,9050,1,5,1,1992,1,3,-999,-999,-999,-999,-999,-999,5,Croatians,2,0,248,248,10000,-999,0,0,0,1,0,0,0,0,3
1992,733,Yugoslavia/Serbia vs. Croatians,1991,100,100,100,1,5,1,1992,1,3,-999,-999,-999,-999,-999,-999,5,Croatians,2,0,248,248,10000,-999,0,0,0,1,0,0,0,0,3
1991,734,Turkey vs. Kurds,1991,600,600,600,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1992,734,Turkey vs. Kurds,1991,3500,3500,3500,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1993,734,Turkey vs. Kurds,1991,3500,3500,3500,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1994,734,Turkey vs. Kurds,1991,6000,6000,6000,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1995,734,Turkey vs. Kurds,1991,7000,7000,7000,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1996,734,Turkey vs. Kurds,1991,5500,5500,5500,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1997,734,Turkey vs. Kurds,1991,4200,4200,4200,1,7,10,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Kurds,5,0,-999,-999,28000,40000,0,0,0,0,0,1,0,0,3
1991,735,Burundi vs. Tutsi Supremacists,1991,300,1000,550,1,11,23,1991,12,31,-999,-999,-999,-999,-999,-999,4,Tutsi Supremacists,1,0,39,39,3000,-999,0,0,0,0,1,0,0,0,3
1991,736,Georgia vs. Gamsakurdia & Abkaz,1991,56,56,56,1,12,25,1994,5,14,-999,-999,-999,-999,-999,-999,4,Gamsakurdia & Abkaz,1,0,872,872,3000,-999,0,0,0,1,0,0,0,0,3
1992,736,Georgia vs. Gamsakurdia & Abkaz,1991,635,635,635,1,12,25,1994,5,14,-999,-999,-999,-999,-999,-999,4,Gamsakurdia & Abkaz,1,0,872,872,3000,-999,0,0,0,1,0,0,0,0,3
1993,736,Georgia vs. Gamsakurdia & Abkaz,1991,2025,2100,2049,1,12,25,1994,5,14,-999,-999,-999,-999,-999,-999,4,Gamsakurdia & Abkaz,1,0,872,872,3000,-999,0,0,0,1,0,0,0,0,3
1994,736,Georgia vs. Gamsakurdia & Abkaz,1991,200,200,200,1,12,25,1994,5,14,-999,-999,-999,-999,-999,-999,4,Gamsakurdia & Abkaz,1,0,872,872,3000,-999,0,0,0,1,0,0,0,0,3
1991,737,Azerbaijan vs. Nagorno-Karabakh,1991,800,800,800,1,12,25,1994,7,27,-999,-999,-999,-999,-999,-999,5,Nagorno-Karabakh,1,1,946,946,3250,20000,0,0,0,1,0,0,0,0,3
1992,737,Azerbaijan vs. Nagorno-Karabakh,1991,3266,6400,6400,0,12,25,1994,7,27,-999,-999,-999,-999,-999,-999,5,Nagorno-Karabakh,1,1,946,946,3250,20000,0,0,0,1,0,0,0,0,3
1993,737,Azerbaijan vs. Nagorno-Karabakh,1991,3267,6400,6400,0,12,25,1994,7,27,-999,-999,-999,-999,-999,-999,5,Nagorno-Karabakh,1,1,946,946,3250,20000,0,0,0,1,0,0,0,0,3
1994,737,Azerbaijan vs. Nagorno-Karabakh,1991,3267,6400,6400,0,12,25,1994,7,27,-999,-999,-999,-999,-999,-999,5,Nagorno-Karabakh,1,1,946,946,3250,20000,0,0,0,1,0,0,0,0,3
1992,738,Bosnia/Herzogovina vs. Serbs,1992,25775,25775,25775,1,3,3,1995,11,21,-999,-999,-999,-999,-999,-999,5,Serbs,1,1,1359,1359,250000,-999,0,0,0,1,0,0,0,0,3
1993,738,Bosnia/Herzogovina vs. Serbs,1992,25775,25775,25775,1,3,3,1995,11,21,-999,-999,-999,-999,-999,-999,5,Serbs,1,1,1359,1359,250000,-999,0,0,0,1,0,0,0,0,3
1994,738,Bosnia/Herzogovina vs. Serbs,1992,2200,2200,2200,1,3,3,1995,11,21,-999,-999,-999,-999,-999,-999,5,Serbs,1,1,1359,1359,250000,-999,0,0,0,1,0,0,0,0,3
1995,738,Bosnia/Herzogovina vs. Serbs,1992,1250,1250,1250,1,3,3,1995,11,21,-999,-999,-999,-999,-999,-999,5,Serbs,1,1,1359,1359,250000,-999,0,0,0,1,0,0,0,0,3
1992,740,Tadzhikistan vs. Popular Democratic Army,1992,15000,30000,20000,1,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1993,740,Tadzhikistan vs. Popular Democratic Army,1992,15000,20000,20000,1,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1994,740,Tadzhikistan vs. Popular Democratic Army,1992,500,500,500,0,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1995,740,Tadzhikistan vs. Popular Democratic Army,1992,500,500,500,1,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1996,740,Tadzhikistan vs. Popular Democratic Army,1992,300,300,300,1,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1997,740,Tadzhikistan vs. Popular Democratic Army,1992,1,24,24,1,5,1,1997,6,27,-999,-999,-999,-999,-999,-999,4,Popular Democratic Army,1,0,1884,1884,20000,50000,0,0,0,0,0,0,1,0,3
1992,742,Liberia vs. NPFL & ULIMO,1992,1000,5000,1000,1,10,15,1995,8,19,-999,-999,-999,-999,-999,-999,4,NPFL & ULIMO,6,1,1039,1039,150000,-999,0,0,0,0,1,0,0,0,3
1993,742,Liberia vs. NPFL & ULIMO,1992,500,2000,500,1,10,15,1995,8,19,-999,-999,-999,-999,-999,-999,4,NPFL & ULIMO,6,1,1039,1039,150000,-999,0,0,0,0,1,0,0,0,3
1994,742,Liberia vs. NPFL & ULIMO,1992,500,500,500,1,10,15,1995,8,19,-999,-999,-999,-999,-999,-999,4,NPFL & ULIMO,6,1,1039,1039,150000,-999,0,0,0,0,1,0,0,0,3
1995,742,Liberia vs. NPFL & ULIMO,1992,500,500,500,0,10,15,1995,8,19,-999,-999,-999,-999,-999,-999,4,NPFL & ULIMO,6,1,1039,1039,150000,-999,0,0,0,0,1,0,0,0,3
1992,743,Angola vs. UNITA of 1992,1992,3000,3000,3000,1,10,28,1994,11,22,-999,-999,-999,-999,-999,-999,4,UNITA,6,0,756,756,100000,-999,0,0,0,0,1,0,0,0,3
1993,743,Angola vs. UNITA of 1992,1992,20000,20000,20000,1,10,28,1994,11,22,-999,-999,-999,-999,-999,-999,4,UNITA,6,0,756,756,100000,-999,0,0,0,0,1,0,0,0,3
1994,743,Angola vs. UNITA of 1992,1992,20000,20000,20000,1,10,28,1994,11,22,-999,-999,-999,-999,-999,-999,4,UNITA,6,0,756,756,100000,-999,0,0,0,0,1,0,0,0,3
1993,744,Zaire vs. Rebels,1993,300,1000,650,1,1,28,1993,2,4,-999,-999,-999,-999,-999,-999,4,Rebels,1,0,8,8,1000,-999,0,0,0,0,1,0,0,0,3
1993,745,Burundi vs. Hutu of 1993,1993,1,24,24,1,10,21,-888,-888,-888,-888,-888,-888,-888,-888,-888,4,Hutu,5,0,-999,-999,200000,-999,0,0,0,0,1,0,0,0,3
1994,745,Burundi vs. Hutu of 1993,1993,200,800,565,1,10,21,-888,-888,-888,-888,-888,-888,-888,-888,-888,4,Hutu,5,0,-999,-999,200000,-999,0,0,0,0,1,0,0,0,3
1995,745,Burundi vs. Hutu of 1993,1993,200,200,200,1,10,21,-888,-888,-888,-888,-888,-888,-888,-888,-888,4,Hutu,5,0,-999,-999,200000,-999,0,0,0,0,1,0,0,0,3
1996,745,Burundi vs. Hutu of 1993,1993,200,200,200,1,10,21,-888,-888,-888,-888,-888,-888,-888,-888,-888,4,Hutu,5,0,-999,-999,200000,-999,0,0,0,0,1,0,0,0,3
1997,745,Burundi vs. Hutu of 1993,1993,800,800,800,1,10,21,-888,-888,-888,-888,-888,-888,-888,-888,-888,4,Hutu,5,0,-999,-999,200000,-999,0,0,0,0,1,0,0,0,3
1993,747,Cambodia vs. Khmer Rouge of 1993,1993,50,2143,100,0,1,29,1997,7,1,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,1,0,1615,1615,15000,-999,0,0,0,0,0,0,1,0,3
1994,747,Cambodia vs. Khmer Rouge of 1993,1993,50,2143,100,0,1,29,1997,7,1,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,1,0,1615,1615,15000,-999,0,0,0,0,0,0,1,0,3
1995,747,Cambodia vs. Khmer Rouge of 1993,1993,50,2143,100,0,1,29,1997,7,1,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,1,0,1615,1615,15000,-999,0,0,0,0,0,0,1,0,3
1996,747,Cambodia vs. Khmer Rouge of 1993,1993,50,2143,100,0,1,29,1997,7,1,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,1,0,1615,1615,15000,-999,0,0,0,0,0,0,1,0,3
1997,747,Cambodia vs. Khmer Rouge of 1993,1993,50,2143,100,0,1,29,1997,7,1,-999,-999,-999,-999,-999,-999,4,Khmer Rouge,1,0,1615,1615,15000,-999,0,0,0,0,0,0,1,0,3
1994,748,Russia vs. Chechens,1994,950,950,950,1,12,11,1996,4,30,-999,-999,-999,-999,-999,-999,5,Chechens,1,0,507,507,30000,90000,0,0,0,1,0,0,0,0,3
1995,748,Russia vs. Chechens,1994,22275,22275,22275,1,12,11,1996,4,30,-999,-999,-999,-999,-999,-999,5,Chechens,1,0,507,507,30000,90000,0,0,0,1,0,0,0,0,3
1996,748,Russia vs. Chechens,1994,22275,22275,22275,1,12,11,1996,4,30,-999,-999,-999,-999,-999,-999,5,Chechens,1,0,507,507,30000,90000,0,0,0,1,0,0,0,0,3
1994,749,Rwanda vs. Patriotic Front,1994,700,700,700,0,4,6,1994,7,18,-999,-999,-999,-999,-999,-999,4,Patriotic Front,2,0,104,104,500000,-999,0,0,0,0,1,0,0,0,3
1994,750,Yemen vs. South Yemen,1994,4000,7000,5500,1,2,21,1994,7,7,-999,-999,-999,-999,-999,-999,5,South Yemen,1,0,137,137,7000,-999,0,0,0,0,0,1,0,0,3
1994,752,Pakistan vs. Mohajir,1994,24,925,925,1,11,4,1995,12,31,-999,-999,-999,-999,-999,-999,5,Mohajir,1,0,423,423,2000,-999,0,0,0,0,0,0,1,0,3
1995,752,Pakistan vs. Mohajir,1994,300,1700,300,1,11,4,1995,12,31,-999,-999,-999,-999,-999,-999,5,Mohajir,1,0,423,423,2000,-999,0,0,0,0,0,0,1,0,3
1996,753,Uganda vs. Lords Resistance Army,1996,500,500,500,1,2,8,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Lords Resistance Army,5,0,-999,-999,10000,-999,0,0,0,0,1,0,0,0,3
1997,753,Uganda vs. Lords Resistance Army,1996,250,250,250,1,2,8,-888,-888,-888,-888,-888,-888,-888,-888,-888,5,Lords Resistance Army,5,0,-999,-999,10000,-999,0,0,0,0,1,0,0,0,3
1996,754,Liberia vs. National Patriotic Forces,1996,25,999,,0,4,5,1996,8,20,-999,-999,-999,-999,-999,-999,4,National Patriotic Forces,2,0,138,138,3000,-999,0,0,0,0,1,0,0,0,3
1996,756,Iraq vs. KDP Kurds,1996,300,1500,1500,1,8,31,1996,9,7,-999,-999,-999,-999,-999,-999,5,KDP Kurds,1,0,8,8,1500,-999,0,0,0,0,0,1,0,0,3
1996,757,Zaire vs. Kabila-ADFL,1996,900,900,900,1,10,8,1997,5,17,-999,-999,-999,-999,-999,-999,4,Kabila-ADFL,2,1,222,222,1000,-999,0,0,0,0,1,0,0,0,3
1997,757,Zaire vs. Kabila-ADFL,1996,3100,3100,3100,1,10,8,1997,5,17,-999,-999,-999,-999,-999,-999,4,Kabila-ADFL,2,1,222,222,1000,-999,0,0,0,0,1,0,0,0,3
1997,760,Congo vs. Denis Sassou Nguemo,1997,7000,10000,7000,1,6,5,1997,10,15,-999,-999,-999,-999,-999,-999,4,Denis Sassou Nguemo,2,1,133,133,4000,10000,0,0,0,0,1,0,0,0,3
