Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,18/10/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nicaragua,NIC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3003.519024,2932.528436,2879.620011,2806.60181,2839.876474,2948.095598,3076.072618,3140.723518,3201.78776,3371.650354,3456.081707,3506.818717,3484.76269,3525.469463,3664.624027,3772.095147,3864.693486,4008.008361,4092.061412,3906.989107,4028.712087,4231.497518,4453.253517,4618.727191,4784.830464,4956.921298,5130.580295,5321.443516
Netherlands,NLD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32090.21105,32614.90355,32921.48854,33103.95579,33879.30608,34762.86937,35837.03074,37186.06045,38629.9402,40312.23648,41721.69405,42287.56189,42062.04727,41982.92143,42686.88683,43507.30043,44965.885,46527.61839,47134.30299,45125.80592,45524.66214,46066.65241,45411.35235,45191.48625,45668.44147,46494.36426,47269.63295,48472.54454
Norway,NOR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42813.76496,43924.62825,45232.84169,46243.77986,48305.7807,50051.87133,52302.69134,54768.94898,55872.63975,56608.56513,58045.06727,58956.39415,59482.36596,59678.44753,61675.60078,62864.79647,63854.11354,65083.2587,64586.1779,62698.28536,62350.41071,62145.02615,63003.4109,62896.29006,63419.31478,64008.28683,64159.54425,64800.05733
Nepal,NPL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.947803,1241.417555,1257.838694,1271.076035,1339.519724,1351.697162,1390.764758,1429.238951,1442.299383,1476.884761,1539.718672,1585.514374,1561.279151,1597.877279,1648.984749,1684.338712,1720.853441,1760.945708,1850.025041,1914.705969,1985.980341,2031.087465,2103.353638,2163.950489,2266.184298,2314.274881,2297.652539,2442.803942
Nauru,NRU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3984.034709,5384.922346,5852.417099,6592.436836,7339.304367,7905.088755,10078.39136,12561.44634,12270.29759,12950.52898,12895.63451
New Zealand,NZL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23671.27301,22181.32263,22229.46594,23413.18637,24309.22536,25052.35446,25487.01891,25911.47717,25956.39195,27161.39482,27620.4728,28500.95264,29427.59462,30162.49941,30689.1868,31351.83592,31768.86379,32657.58008,31881.12158,32168.77132,32119.21554,32734.53667,33369.26946,33782.10082,34455.33122,35309.82372,35776.57173,36085.84278
OECD members,OED,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26928.68623,27048.07755,27394.78703,27556.09816,28192.37018,28717.14042,29426.44899,30281.81303,30941.55603,31738.51468,32821.05947,33020.74562,33339.74778,33790.48862,34672.03993,35407.79965,36248.10583,36921.01251,36738.48641,35198.63702,36011.8683,36554.09564,36813.9343,37130.19293,37696.87725,38413.92742,38858.03427,39585.7525
Oman,OMN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35042.13369,35568.77334,36821.19478,37372.32169,37441.78672,38316.52914,38911.97397,41019.35676,42063.92578,41954.7329,43965.96949,45400.32532,44140.90936,42044.73912,41551.5734,41458.37789,42472.53209,43034.65665,44938.94044,45635.95938,45335.85252,42121.43192,43030.17781,41924.8081,40365.27326,39873.3856,39883.95365,37960.70919
Other small states,OSS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13804.47249,14149.99803,14545.03126,14898.62913,16030.8915,16632.56974,18118.6695,19431.69926,20413.58943,20346.31941,21550.20283,22722.00139,23069.28727,23266.97784,23406.82871,23503.07806,23478.87361,23499.86076
Pakistan,PAK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3054.953358,3121.123623,3272.479515,3244.364469,3280.75556,3357.789692,3433.612204,3383.841499,3387.058785,3429.29084,3494.911632,3486.718665,3523.190968,3617.676767,3804.983936,4013.427033,4174.979611,4288.331463,4273.035123,4304.469172,4283.607312,4309.763713,4367.451996,4464.090289,4576.227015,4695.699879,4857.168718,5034.707756
Panama,PAN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7855.027176,8417.175407,8920.719754,9215.567189,9285.639604,9256.733547,9439.325808,9846.39114,10357.36913,10549.83716,10624.78846,10480.58422,10511.50975,10749.08911,11344.25024,11937.60388,12735.55702,14006.17277,15113.25442,15031.29923,15628.59224,17093.83998,18441.35151,19377.90562,20017.99436,20786.65969,21472.69019,22267.03682
Peru,PER,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.684664,5319.341299,5184.96718,5351.594571,5899.563783,6226.245611,6295.160401,6598.585226,6475.632815,6479.474097,6563.267935,6516.693156,6784.222227,6978.570061,7234.490542,7595.271846,8067.898678,8649.080663,9323.353938,9308.674789,9956.556637,10449.09326,10943.91927,11430.25578,11547.83422,11770.03445,12082.16801,12236.70615
Philippines,PHL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4010.202824,3889.005127,3808.17057,3796.882439,3871.354122,3959.666668,4096.675582,4213.64035,4097.977794,4133.402513,4224.113226,4255.042738,4318.73733,4441.675324,4647.010934,4778.97122,4941.598931,5181.003468,5309.442188,5284.865261,5596.837288,5707.204842,5988.804388,6306.746066,6585.895949,6874.582566,7233.206103,7599.18806
Palau,PLW,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12391.10558,12928.38895,13195.13,12783.73863,13446.33855,14192.40416,13740.5998,13735.74105,12783.51916,12031.81041,11846.57393,12518.71303,12915.34343,12621.01929,12854.5227,14028.68062,13896.58296,13240.40481
Papua New Guinea,PNG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373.519829,2535.483098,2815.015599,3244.678326,3351.419808,3158.526221,3315.965505,3104.609371,2910.651219,2888.611367,2744.899413,2672.538724,2601.764033,2592.439727,2597.812398,2695.617931,2691.170914,2918.71582,2841.839035,2965.226588,3191.58041,3155.403568,3230.318722,3282.463751,3709.081644,3824.729821,3817.780809,3823.1938
Poland,POL,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10276.57333,9521.780497,9731.361156,10069.49509,10580.10463,11300.27108,11975.5672,12740.79267,13323.97073,13943.65519,14732.482,14920.45973,15232.13015,15785.42086,16605.81843,17193.52373,18267.58802,19563.29763,20391.90022,20952.80167,21770.64444,22850.63885,23218.1113,23555.49621,24347.07366,25299.97435,26035.8379,27216.44488
Pre-demographic dividend,PRE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2394.037907,2019.892728,2003.365903,1999.995542,1966.735901,1965.88715,2031.549723,2106.168352,2233.417369,2293.263377,2297.819472,2329.809025,2300.141441,2208.366264,2613.411764,2683.43819,2821.319952,2929.143263,3036.937149,3093.85737,3189.816638,3253.00174,3336.376959,3429.163386,3484.099553,3512.903032,3518.018816,3486.691731
Puerto Rico,PRI,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22227.17784,22579.08471,23457.70836,24341.34528,25125.7888,26027.21765,26332.33542,27361.91362,28709.73054,30105.97584,31005.16652,32892.1562,33150.8281,33147.78355,36040.40047,35375.23196,35024.59049,34820.80949,34379.72744,33892.838,33924.05401,34195.64085,34622.05002,34913.62274,35066.04638,35291.84421,35044.66971,
"Korea, Dem. People’s Rep.",PRK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20166.92799,21096.42846,21342.85656,20881.20607,21026.02091,21850.74,22529.92,23422.33637,24420.94811,25227.38858,25999.49069,26318.47816,26375.96451,26031.64944,26439.93318,26593.28555,26957.63637,27575.23676,27590.37495,26743.19799,27238.46067,26780.21491,25805.84983,25654.6143,26023.69785,26607.83312,27124.15504,27936.89609
Paraguay,PRY,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6036.472612,6088.894613,6039.468385,6185.272144,6361.089355,6638.628036,6591.035385,6719.392539,6579.998899,6355.703173,6084.791177,5918.056542,5807.245893,5950.84842,6088.304301,6119.751209,6318.750789,6568.253231,6892.409354,6531.886411,7289.51391,7504.653644,7312.40983,8227.214713,8501.54354,8639.28685,8871.37954,8827.010058
West Bank and Gaza,PSE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.375765,2789.676154,2861.674161,3391.047169,4163.552776,4787.298389,4202.922588,3832.445341,3682.804267,3934.345286,4164.754452,4503.798062,4188.939792,4012.739788,3612.142089,4179.070003,4172.745689,4356.341825,4841.813486,4498.302206,4319.528283,4713.499587,4738.015426,4449.898325
Pacific island small states,PSS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110.566603,4022.219235,4170.084345,4211.474737,4338.897841,4425.762936,4513.557503,4384.89758,4407.784456,4606.226401,4504.990646,4518.969319,4574.810123,4613.281057,4759.822933,4798.567063,4845.31623,4823.386312,4840.868713,4702.885065,4775.366297,4902.660698,4924.265209,5015.719433,5164.659339,5275.239861,5301.66495,5411.201724
Post-demographic dividend,PST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28478.28359,28612.64918,28918.82912,28989.87096,29640.56125,30260.25326,30956.33443,31825.89371,32510.41862,33466.41494,34646.06171,35024.0216,35434.56168,35983.37856,36958.30497,37770.09977,38681.19509,39453.35203,39307.59652,37702.03414,38594.15302,39128.45051,39386.81596,39710.03149,40289.1769,40937.29187,41422.51824,42189.53549
French Polynesia,PYF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108323.9039,108055.0061,110654.4971,107615.8955,116418.2265,109802.3586,118585.1575,118831.6554,119723.1007,117064.8597,125140.8383,129349.9164,125302.08,122636.9216,120860.0676,119749.4285,118207.1346,116935.6004
Romania,ROU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11422.46995,10033.67564,9237.078093,9391.071141,9774.522465,10493.45747,10930.98373,10434.52908,10237.90319,10212.81455,10470.96597,11211.86988,12010.99424,12766.2619,13912.38702,14582.57431,15850.90594,17190.95593,18923.63362,17954.13124,17553.2833,17997.88413,18302.02629,19018.87078,19677.52025,20556.00364,21670.70479,23313.19934
Russian Federation,RUS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20639.00054,19553.5856,16704.93383,15274.22059,13370.85335,12813.39668,12370.09599,12564.03096,11917.84646,12719.89289,14050.85134,14829.08298,15604.14949,16818.74263,18098.36708,19325.93574,20970.1899,22798.97083,24005.99668,22121.85249,23107.78522,24310.04397,25156.42094,25551.08997,25284.5862,24516.54995,24416.62388,24765.95363
Rwanda,RWA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.5285226,872.7888013,972.2902951,950.4535053,496.0840098,679.540322,742.712476,792.784174,797.3170056,773.3474071,792.9235783,828.8356138,915.4478135,920.073174,973.1163448,1043.860774,1113.571361,1168.020842,1263.511097,1306.22755,1365.17424,1436.868937,1521.626448,1552.751769,1629.868866,1731.043423,1790.254755,1854.210791
South Asia,SAS,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.597556,1844.159932,1909.442492,1949.864405,2023.938901,2119.61923,2218.808815,2256.272355,2335.148072,2466.740031,2520.236474,2579.880614,2627.92373,2767.643205,2926.162448,3130.568064,3346.107958,3588.229928,3669.82913,3887.939733,4173.310172,4371.638183,4547.649923,4758.13957,5022.284611,5332.822278,5624.744718,5914.965316
Saudi Arabia,SAU,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42457.11489,47262.89936,47702.40165,45784.8789,44905.85662,43980.90039,44207.12382,43838.09515,44251.47394,41721.7253,43071.44983,41472.85334,39194.77239,42344.41092,44390.95763,45538.49797,45527.2678,45130.13956,46678.55353,44481.47176,45421.22848,48524.63249,49658.6527,49537.58573,49958.44334,50723.71265,50423.01349,49045.41126
Sudan,SDN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.446039,1826.269446,1896.330564,1931.633844,1900.037532,1960.649671,2021.000348,2173.928276,2205.504326,2211.321994,2286.658691,2367.773089,2449.978332,2566.534085,2593.432883,2712.890404,2907.360956,3158.477972,3317.85604,3338.228978,3366.096261,3631.663456,4097.068622,4177.335653,4188.334814,4290.372249,4386.352577,4466.506755
Senegal,SEN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844.868039,1835.174917,1802.429957,1772.361914,1722.091228,1765.822756,1755.693399,1766.7474,1826.888602,1897.235492,1910.535042,1948.678861,1911.942119,1987.322796,2049.271047,2107.680112,2102.475241,2147.440038,2166.24105,2157.397797,2183.995051,2158.181182,2187.17909,2195.963854,2218.551917,2293.853539,2379.451264,2470.579582
Singapore,SGP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34344.6723,35613.39816,37008.82397,40247.50299,43266.13893,44921.33766,46380.88442,48568.05099,45901.15086,48311.29412,51706.43482,49851.07927,51478.68511,54560.54451,59027.01263,61973.68522,65386.13546,68432.68555,66046.14739,63697.29143,72115.8395,75113.20453,76285.56992,78896.6127,80903.53465,81741.09694,82621.50318,85535.3832
Solomon Islands,SLB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.179749,1940.777979,2126.089802,2148.746672,2280.664693,2399.507747,2370.426827,2271.871021,2249.083551,2177.499192,1816.734783,1627.436195,1540.404336,1598.277074,1634.297985,1680.506478,1754.175435,1838.592846,1924.001489,1791.828545,1871.369352,2071.892091,2119.467968,2137.003952,2139.560741,2149.221632,2179.232117,2205.923205
Sierra Leone,SLE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.575193,1272.612398,1032.057339,1052.081095,1037.295232,956.2791382,971.3393461,909.3466454,915.3332785,880.2017129,912.7425576,823.2862732,994.9924358,1036.96534,1056.584409,1061.510224,1070.347609,1124.541181,1156.419383,1165.887926,1199.98985,1246.252789,1402.697094,1655.121779,1692.142067,1314.273728,1363.863571,1390.300267
El Salvador,SLV,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4544.585408,4550.434209,4803.349749,5014.462798,5182.463704,5363.842434,5349.724326,5463.654999,5559.218119,5634.008824,5656.242809,5668.828932,5725.155632,5784.184608,5807.273634,5936.61904,6166.296376,6253.15152,6358.132981,6198.304499,6300.775388,6511.443727,6663.811622,6789.860003,6890.723224,7019.591789,7164.143497,7292.457804
San Marino,SMR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65352.68573,69499.64805,74921.50739,75678.5028,78890.03875,78148.90154,80118.52703,82713.82835,83600.04794,85726.80002,90727.20951,91087.92413,78444.72812,73862.33744,66053.1105,60282.54381,57750.45877,56620.54262,56372.36242,56500.46911,56861.46973
Somalia,SOM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7393.094381,7579.980306,8147.362453,8377.091432,7386.248912,7984.836247,8397.923828,9003.795193,9421.371565,10297.67657,10900.91241,11480.58474,12206.03906,12915.96565,12563.78709,12688.12429,12967.91864,12898.70491,13294.9603,13112.90896,13277.80012,13720.89089,14048.88064
Sub-Saharan Africa (excluding high income),SSA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512.301851,2448.920144,2353.590004,2301.162649,2277.556904,2289.047817,2348.037227,2369.60232,2366.295241,2356.580842,2377.338331,2411.225799,2434.699385,2490.961609,2722.3241,2797.912738,2913.940797,3038.601861,3120.155128,3136.574026,3225.858814,3292.821886,3326.039896,3403.906493,3476.863681,3497.287982,3456.932873,3464.662007
South Sudan,SSD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3373.961389,1550.269284,1940.428506,1935.8794,1875.380066,1569.888346,
Sub-Saharan Africa,SSF,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.888302,2450.519616,2355.293301,2302.942648,2279.267597,2290.690315,2349.717308,2371.464315,2368.28123,2358.552161,2379.286194,2413.067852,2436.506526,2492.595748,2723.834239,2799.532914,2915.675779,3040.484324,3121.923539,3138.268221,3227.606154,3294.688904,3327.876874,3405.807014,3478.798839,3499.271211,3458.964427,3466.731949
Small states,SST,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12657.58783,12950.79077,13329.77805,13749.05498,14686.68796,15222.10603,16504.25551,17559.82122,18332.47562,18176.14835,19121.45928,20039.20096,20345.46944,20539.0965,20678.94151,20801.23618,20734.51606,20761.67493
Sao Tome and Principe,STP,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.580236,2018.961338,2101.167062,2130.049512,2227.489143,2374.126409,2394.663767,2531.528129,2533.747923,2641.513948,2695.629542,2718.163543,2785.734046,2902.693372,2947.510971,3003.768446,3052.713743
Suriname,SUR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10545.02055,10636.25276,10425.33658,9505.423952,9656.934944,9615.694648,9601.650827,10020.67626,10053.80724,9850.074631,9731.058619,10060.18575,10377.5537,10882.13138,11761.77932,12168.33351,12501.53302,13001.38318,13397.02023,13655.7387,14211.87752,14887.93681,15132.25261,15419.30738,15306.69244,14766.79918,13877.98601,13767.11851
Slovak Republic,SVK,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11632.74526,11808.75927,12492.23211,13183.57921,14044.65265,14869.33937,15445.1404,15397.74523,15605.19611,16152.27108,16888.94319,17815.82984,18756.55395,20020.83759,21712.17836,24049.98337,25382.1684,23973.84139,25159.07755,25835.00476,26218.4716,26580.71785,27285.28467,28308.87977,29212.3782,30155.15212
Slovenia,SVN,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18431.04519,19091.06757,20094.45711,20800.00597,21881.43619,22723.32704,23356.70552,24222.70577,24896.11909,25962.90851,26955.47591,28389.3382,30190.72365,31137.77637,28451.54552,28678.37263,28804.70152,27976.91631,27622.68555,28417.65644,29037.74168,29930.03704,31400.83951
Sweden,SWE,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30933.63273,30371.40926,29843.97015,29058.23558,30031.82254,31076.90485,31498.44038,32393.4927,33743.96097,35245.13771,36854.86876,37330.70497,37980.98005,38742.68026,40257.92353,41227.30871,42918.01025,44051.46761,43466.14184,40862.97013,42942.5625,43755.06044,43308.21447,43475.80134,44167.63187,45679.278,46568.17715,46949.28309
Eswatini,SWZ,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5378.167768,5322.987151,5370.93354,5429.939265,5455.504073,5605.569907,5696.594636,5743.298014,5766.418926,5825.185825,5839.267051,5837.835663,6048.42325,6245.77658,6426.839172,6745.717803,7056.509128,7253.489219,7183.959074,7161.806823,7296.511119,7323.997665,7528.841673,7865.438371,7870.970748,7758.495563,7723.641059,7738.974566
Sint Maarten (Dutch part),SXM,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36327.2319,,,,,,
Seychelles,SYC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14216.5299,14415.67098,15377.31306,15993.4304,15448.33633,15097.194,15608.90136,17272.09496,18360.92166,18340.82816,18453.10977,18018.24135,17687.64112,16835.77295,16416.56087,17812.27995,19086.45369,20968.21668,20064.3024,19764.80709,20365.11893,22556.58257,22618.01239,23540.38038,24221.14426,24856.5599,25630.71009,26382.28735
Syrian Arab Republic,SYR,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110.43798,1167.350171,1221.2375,996.9555484,1062.908208,1040.916137,1028.642308,1050.229306,1084.729434,1039.46558,993.1829822,1067.947758,1115.037497,1231.115101,1584.67315,1793.406936,1743.617851,1741.487056,1736.919173,1752.119931,1925.195118,1863.845605,1962.87773,2007.077319,2076.650008,2067.101322,1878.378483,1768.153411
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250.785615,2387.990267,2596.97159,2830.097214,3080.669423,3333.298093,3582.230163,3777.655234,3767.673106,3946.306475,4194.777087,4425.385267,4722.294879,5081.47848,5481.106063,5950.691174,6521.30936,7235.626376,7773.565642,8289.992161,9021.155879,9695.515977,10341.56103,10994.46731,11640.34112,12298.49621,12974.11578,13719.70393
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13378.49898,12577.28512,11264.33364,10610.09164,9580.598608,9470.476962,9493.267606,9756.370172,9645.874836,9902.643179,10659.45122,10988.14564,11547.79349,12296.71108,13250.69632,14111.18128,15218.59631,16378.84186,17081.09242,16148.84483,16845.55351,17779.53997,18269.79101,18796.84539,19091.07827,19098.4031,19299.25628,19934.35498
Togo,TGO,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.133276,1307.761682,1226.927054,1018.238329,1143.036576,1200.880848,1270.081427,1409.016684,1334.106066,1325.657698,1276.990341,1221.466431,1178.008315,1204.282612,1197.983399,1180.416217,1195.740229,1190.580141,1184.601851,1193.513083,1208.28121,1233.834912,1259.334474,1275.195451,1315.34026,1351.053963,1388.496142,1429.813427
Thailand,THA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6650.439738,7134.4191,7633.864242,8189.119232,8763.399358,9381.023733,9802.577197,9421.133109,8598.287025,8889.057995,9189.060781,9417.998254,9914.430354,10547.89822,11134.14135,11525.37739,12024.67183,12607.08111,12757.15784,12605.37312,13486.56241,13535.13327,14448.30501,14771.46675,14857.20293,15252.22825,15705.8066,16277.67115
